GeneID	GSM802457	GSM802458	GSM802459	GSM802460	GSM802461	GSM802462	GSM802463	GSM802464	GSM802465	GSM802466	GSM802467	GSM802468
339448	78	95	76	87	77	140	82	31	71	33	41	30
100133612	0	0	0	0	0	0	0	1	1	0	0	1
728716	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0
107985376	0	0	0	0	0	0	0	0	0	0	0	0
55966	0	4	9	5	7	2	3	0	0	1	4	1
105376680	0	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0
261734	14	44	15	20	25	35	33	5	8	3	3	4
8514	81	41	40	27	57	71	177	9	19	9	10	5
26038	0	0	1	0	0	1	1	0	0	0	0	0
105376687	0	0	0	0	0	0	0	0	0	0	0	0
6146	461	458	305	524	496	658	590	180	489	277	383	380
107985733	3	1	1	2	3	0	3	1	2	1	1	2
102724450	0	0	0	0	1	0	0	0	0	0	0	0
388591	2	9	6	8	12	10	10	1	3	0	2	4
23463	251	329	198	240	283	255	467	74	220	96	240	199
148645	1	0	1	3	0	0	6	1	1	0	0	1
390992	0	0	0	0	0	0	0	0	0	0	0	0
387509	53	75	106	33	28	222	76	8	16	6	15	10
11332	19	12	29	22	24	38	124	3	12	3	5	5
54626	42	14	33	31	64	104	87	22	58	35	33	29
83715	30	33	23	44	34	38	67	5	11	9	8	6
100422975	0	0	0	0	0	0	0	0	0	0	0	0
8718	5	13	5	11	1	5	8	3	8	5	2	0
57449	39	89	75	59	28	35	51	27	41	29	53	22
79707	47	110	70	101	113	99	206	23	33	21	14	17
80835	0	1	0	1	0	2	0	0	0	0	0	0
107984912	0	0	0	0	0	0	0	0	0	0	0	0
3104	10	22	13	10	25	22	23	5	7	2	5	7
9903	96	160	142	117	74	217	174	66	175	94	97	108
107984913	1	1	2	0	2	1	0	0	1	0	0	2
148479	34	36	35	26	44	41	49	10	37	9	48	33
90326	27	36	32	29	34	51	54	13	17	13	16	13
55735	38	72	47	70	84	96	108	22	53	18	31	24
100505887	0	0	0	0	0	0	0	0	0	0	0	0
110841581	2	0	1	0	0	0	0	0	0	0	0	0
23261	39	52	87	105	64	65	78	13	45	14	21	19
105376692	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0
105376689	1	2	3	2	0	0	1	0	1	0	0	1
9341	408	384	386	367	406	413	563	167	615	265	441	378
8863	9	63	43	20	34	64	55	4	40	6	43	23
10911	0	6	6	0	6	6	7	0	1	0	0	1
3604	14	13	13	8	16	5	38	1	2	0	0	1
11315	39	41	30	55	64	53	102	12	13	8	9	6
54206	86	137	61	159	144	70	144	19	53	8	28	33
107984915	0	0	0	0	0	1	0	0	0	0	0	0
102724539	0	0	0	1	0	0	1	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0
50651	0	1	2	2	0	0	1	0	0	0	0	0
473	69	126	75	97	72	84	97	38	103	29	56	19
102724552	0	0	0	2	1	1	2	0	0	0	1	0
106632271	0	0	0	0	0	0	3	0	0	0	0	0
2023	4338	2691	2567	5215	3319	2686	6721	1151	2901	1432	2361	1515
102465436	0	0	0	0	0	0	0	0	0	0	0	0
100505975	0	3	2	1	1	1	0	0	0	0	0	0
112268261	0	1	3	2	3	1	3	0	1	0	1	0
765	0	3	0	0	0	0	0	0	0	0	2	0
155184	0	0	1	0	0	0	0	0	0	0	0	0
6518	67	35	38	28	30	18	109	5	14	14	12	13
80045	53	125	49	73	83	82	108	187	281	199	295	215
106614088	4	20	7	5	10	13	11	4	17	1	6	6
407040	0	0	0	0	1	0	0	0	0	0	0	0
102724571	6	2	5	3	3	6	4	0	1	1	4	1
9563	74	119	85	99	166	89	133	21	42	18	28	8
80176	365	318	134	283	178	164	264	47	85	78	88	71
100506022	1	0	0	1	0	3	2	0	0	0	0	0
84275	33	58	32	73	62	27	38	13	24	15	12	9
199953	12	27	17	15	16	19	40	10	7	4	4	2
107985734	1	0	1	2	1	0	2	1	0	1	1	0
105376712	0	0	0	0	0	0	0	0	0	0	0	0
5293	40	124	18	51	37	57	91	11	15	10	11	4
644997	0	0	0	0	2	0	1	0	0	0	0	0
101929074	1	0	1	3	1	0	1	0	0	0	0	0
22883	779	1212	765	1113	525	660	1966	139	258	159	179	85
56998	77	254	77	77	64	74	129	63	197	126	211	177
105376717	0	1	1	1	1	0	1	1	2	0	2	2
84328	143	163	128	133	128	144	195	35	100	60	67	65
64802	13	23	31	20	31	39	48	12	25	17	25	16
113391335	0	0	1	0	0	0	0	0	0	0	0	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0
116362	17	37	12	64	25	16	2	16	59	36	49	76
10277	94	204	213	230	202	219	314	45	92	81	111	71
23095	217	433	429	334	332	328	490	145	288	141	323	253
105376725	1	1	0	0	1	0	2	0	0	0	1	0
5226	2550	2602	256	2994	1210	962	809	1445	3458	2241	2409	2031
100526739	11	10	4	10	8	12	15	4	4	3	2	2
378708	16	13	8	13	12	13	21	7	9	3	2	4
1325	2	2	0	0	0	1	2	0	0	0	0	0
1676	50	186	106	154	117	127	195	25	62	36	56	34
5195	3	9	8	15	11	20	29	1	3	3	8	4
54897	32	81	51	61	42	49	96	29	60	21	62	44
105376733	0	0	0	0	0	0	0	0	0	0	0	0
105376735	1	4	0	2	3	2	4	0	0	0	0	0
148345	0	0	0	0	0	0	0	0	0	0	0	0
23435	426	370	261	453	513	575	511	89	228	109	183	110
10747	0	3	1	4	5	0	1	0	2	0	1	0
6723	22	39	15	45	46	34	52	2	7	7	9	5
5394	73	78	81	85	96	143	195	12	34	24	50	14
105376736	2	1	4	1	1	4	5	0	2	0	2	0
2475	102	194	148	138	165	145	401	38	50	29	59	24
100873935	1	2	2	2	2	2	3	0	1	0	1	0
10218	0	0	1	3	0	0	2	1	1	1	0	1
29914	61	65	68	39	63	58	109	21	32	28	16	17
105376737	0	0	1	2	0	2	0	0	1	0	1	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0	0	0
57540	0	1	1	0	1	1	0	0	0	0	0	0
112268221	1	0	1	0	1	1	0	0	0	0	0	0
101929181	0	0	0	0	0	0	0	0	0	0	0	0
26232	0	0	10	3	0	2	0	3	3	4	0	1
93611	24	37	31	41	17	26	14	2	16	5	7	5
26270	64	46	23	37	20	27	57	10	22	15	25	12
10459	111	43	68	82	70	52	131	6	23	8	15	10
374946	1	1	3	3	1	1	4	0	0	0	1	0
57085	142	83	98	71	53	87	141	29	102	33	40	21
284498	4	10	5	8	6	6	9	6	9	1	5	2
102724659	0	0	0	0	0	0	0	0	0	0	0	0
4524	32	59	39	47	41	30	61	25	54	15	51	20
1185	11	16	10	23	10	17	22	6	2	0	5	2
100379251	1	2	2	5	2	2	3	1	0	0	1	0
4878	0	0	0	2	0	0	0	0	0	0	0	0
4879	0	0	0	0	0	0	0	0	0	0	0	0
26829	2644	423	657	16921	585	1300	93991	18	619	258	2264	7807
90231	219	214	188	179	153	169	225	60	124	92	92	75
5351	389	395	361	372	217	238	447	20	73	26	44	22
9927	571	502	342	438	441	834	1231	218	381	197	367	233
60672	9	16	21	11	13	9	17	4	2	6	4	5
102466982	0	0	0	0	0	0	0	0	0	0	0	0
943	3	4	0	1	7	0	7	0	0	0	0	0
102465836	0	2	0	1	0	0	0	0	0	0	0	0
7133	50	69	25	34	35	42	157	18	14	3	9	6
100616438	0	0	0	0	0	0	0	0	0	0	0	0
107984917	0	0	0	0	0	0	0	0	0	0	0	0
55187	341	797	450	477	435	620	787	253	570	285	597	244
677885	36	18	18	17	41	32	31	24	78	55	31	39
105376744	1	0	0	0	0	0	1	0	1	0	0	0
9249	90	78	184	66	92	198	73	81	189	83	121	99
102466722	0	0	0	0	0	0	0	0	0	0	0	0
343066	0	0	0	0	0	0	0	0	3	0	0	0
126767	0	0	0	0	0	0	0	0	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0
343069	21	12	13	26	27	38	26	8	12	9	10	10
65122	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0	0
649330	5	4	3	8	8	10	8	2	5	3	3	1
441873	0	0	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0	0	0
440563	17	8	9	18	19	30	19	7	10	6	7	7
645354	0	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	0	0
101060301	4	4	4	6	8	11	8	2	5	4	2	1
343070	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0
391004	1	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0	0	0
126755	0	2	0	7	4	0	8	0	0	0	0	0
102724856	0	0	0	0	0	0	0	0	0	0	0	0
107984918	0	0	0	0	0	0	0	0	0	0	0	0
10630	119	233	28	304	173	100	216	0	4	10	5	1
107984919	0	1	0	0	0	1	0	0	0	0	0	0
105378612	0	1	0	0	0	0	2	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0
7799	67	106	96	112	158	90	131	27	114	30	76	66
23254	23	56	25	26	44	72	52	72	168	57	216	168
107985467	0	5	2	10	2	7	2	0	1	0	1	0
107985468	0	0	0	1	1	1	0	0	0	0	0	0
105376762	0	1	0	1	0	1	0	0	0	0	0	0
105376759	0	3	0	3	3	1	0	0	0	0	0	0
107985469	0	0	1	1	0	2	0	0	0	3	0	4
200197	1	2	3	1	2	2	4	3	7	4	3	4
55092	53	35	61	18	34	54	121	46	87	23	43	34
727684	0	0	1	1	0	2	2	0	0	0	1	0
114827	3	3	8	0	1	3	6	0	0	0	0	0
101927417	0	1	1	0	0	1	1	0	0	0	0	0
101927441	2	0	2	0	1	3	1	0	1	0	0	0
79180	127	87	68	57	123	106	178	53	55	29	67	35
11330	0	1	0	1	1	0	0	0	0	0	0	0
63036	0	0	0	0	0	0	0	0	0	0	1	0
105376767	0	0	0	0	0	0	0	0	0	1	1	0
51032	0	0	0	0	0	0	0	0	0	0	0	1
842	39	20	41	45	37	47	26	14	51	24	72	35
23341	38	68	66	53	55	69	90	11	38	18	16	12
107397391	1	0	0	1	1	1	6	0	0	3	2	3
79814	14	16	14	16	8	26	13	2	4	0	4	3
84301	65	197	147	151	208	174	243	65	161	52	158	97
6248	14	56	49	33	41	50	68	15	60	11	39	31
23207	111	176	190	123	138	174	297	81	175	72	147	139
284723	1	1	1	5	2	1	2	0	0	1	1	0
110806303	0	0	0	0	0	0	0	0	0	0	1	0
388595	0	0	0	0	0	0	0	0	0	0	0	0
54751	75	174	108	81	78	97	140	8	11	7	17	13
440567	88	120	86	121	82	285	96	46	173	71	96	86
729614	11	4	11	3	4	10	12	4	2	2	0	4
23013	58	119	100	129	103	129	267	7	19	9	34	15
7709	56	35	53	38	26	61	75	11	28	17	23	26
149563	0	0	0	0	0	0	0	0	0	0	0	0
27129	0	4	33	8	15	10	4	0	2	1	0	0
1187	0	0	0	1	0	0	0	0	0	0	0	0
1188	0	0	0	2	0	0	0	0	0	0	0	0
348487	6	4	1	5	2	1	9	1	3	3	3	2
1969	102	157	153	196	183	212	317	392	1271	313	1018	598
101927479	3	5	3	2	2	3	3	13	20	6	23	26
128272	29	72	47	55	31	45	90	27	46	34	36	31
101927546	7	29	14	6	8	10	11	35	115	56	101	128
79363	3	6	2	5	1	4	5	3	6	3	2	1
54455	54	86	49	65	49	69	128	29	63	22	83	65
26099	110	135	98	156	138	164	228	34	96	56	121	81
374955	40	67	45	66	67	69	94	14	28	19	38	27
55707	144	158	125	121	130	132	240	70	170	90	130	114
107984921	2	3	1	7	3	7	4	1	1	1	1	0
114819	3	7	1	4	6	5	4	0	0	1	3	0
26871	18218	6098	6991	74804	29475	52404	72146	3793	22841	28298	31827	30617
107985757	4	0	0	0	1	2	4	0	1	1	4	4
100132147	16	3	2	6	1	4	8	5	11	12	15	24
107985758	16	3	2	6	1	3	8	5	9	12	12	24
7195	37	5	0	49	3	20	50	1	3	6	54	37
55672	57	53	42	79	100	59	64	12	20	13	24	13
105376794	5	11	4	17	12	7	10	0	1	0	0	2
84809	2	4	1	12	6	4	7	1	1	0	0	1
11209	1	3	1	6	9	4	2	1	1	0	1	1
107985736	0	0	1	0	1	3	1	0	0	0	0	0
26869	18275	6082	7027	74763	29345	52441	72165	3856	22860	28287	31971	30712
107985759	0	0	0	0	0	0	7	0	0	0	0	1
284729	1	3	1	1	1	2	4	0	0	0	0	1
100189045	2	1	0	9	0	2	37	0	0	1	9	20
6060	18191	6046	7009	74905	30564	52421	73279	3770	22634	27949	31841	31074
11223	1	4	1	6	6	4	4	1	1	1	1	0
100500876	0	0	0	0	0	0	0	0	0	0	0	0
100189298	35	3	0	45	3	18	68	1	2	7	53	37
112267871	13	2	2	4	1	2	6	4	8	8	12	17
7193	12	2	2	4	1	2	6	4	5	8	10	17
100189183	0	0	0	0	0	0	0	0	0	0	0	0
105376805	13	10	11	10	4	11	8	3	6	1	4	4
791226	0	0	2	0	1	0	14	0	1	1	2	8
26870	18100	6016	7024	75072	30609	52316	73563	3751	22600	27822	31696	30996
9696	3	28	4	12	26	40	9	1	2	1	3	2
4237	14	65	37	28	41	17	34	1	0	0	0	0
105376806	2	5	1	2	1	0	1	0	0	0	0	0
23400	74	159	55	127	167	122	181	33	63	57	74	118
6390	158	206	125	208	173	188	306	55	155	59	136	92
11240	2	3	8	17	3	9	26	1	9	1	4	4
105376808	0	0	0	0	0	0	0	1	0	0	2	1
400743	0	0	0	0	0	0	0	0	0	0	0	0
29943	0	5	22	8	24	67	1	351	1228	455	1702	993
51702	4	7	7	13	44	80	274	21	57	16	76	77
100616188	0	0	0	0	0	0	0	0	0	0	0	0
23569	0	0	0	0	1	0	0	0	0	0	0	0
353238	0	0	0	0	0	0	0	0	0	0	0	0
55920	152	221	221	267	357	291	870	30	50	34	66	45
55160	40	62	59	30	51	33	83	105	208	110	241	180
107984028	0	0	0	0	0	0	0	0	0	0	0	0
81569	0	3	1	0	1	4	1	0	0	0	0	0
105376809	0	0	0	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0	0	0
101927876	1	0	0	0	0	0	0	0	0	0	0	0
84966	0	3	3	2	0	2	0	0	0	0	0	0
105376814	0	1	1	0	0	0	0	0	0	0	0	0
127707	0	4	0	1	3	3	1	9	28	11	12	25
5081	3	0	0	0	4	0	0	0	0	0	0	0
80834	0	0	0	0	0	1	0	0	0	0	0	0
8659	71	210	115	81	60	119	139	94	156	137	141	89
100616120	0	0	0	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0	0	0	0
126917	200	237	195	266	97	257	267	113	140	100	102	78
105376815	0	0	1	0	0	0	0	0	0	0	0	0
23352	516	702	734	849	862	961	1579	188	414	181	381	198
101927895	3	2	4	4	2	3	4	1	1	0	1	1
23065	103	125	125	123	115	130	359	8	19	14	35	22
51154	79	92	61	115	169	128	201	17	51	27	54	28
246181	8	7	7	8	7	5	9	4	10	6	6	7
22977	4	7	6	6	8	3	13	3	8	2	6	9
100506730	3	7	7	6	15	3	8	1	2	1	2	1
8574	115	160	154	120	114	105	238	137	187	132	140	151
54896	22	38	38	28	21	33	36	12	13	7	10	9
832	426	634	448	557	442	524	904	295	740	427	618	518
105376819	0	0	0	0	0	0	0	0	0	0	0	0
105376818	0	0	0	0	0	0	0	0	0	0	0	0
105376817	0	0	0	0	0	0	0	0	0	0	0	0
105378614	0	0	0	0	0	0	0	0	0	0	0	0
440574	19	14	17	17	37	18	41	5	7	8	6	5
100532736	151	371	236	181	172	163	325	67	148	84	106	79
644068	37	39	23	51	67	56	53	28	77	28	60	50
4681	162	384	248	184	169	169	331	69	152	85	110	80
3362	0	1	0	0	1	0	0	0	0	0	1	2
255104	62	56	55	11	62	10	55	43	92	33	106	70
54546	0	0	0	0	0	0	0	0	0	0	0	0
105376823	0	0	0	0	0	0	0	0	0	0	0	0
23252	10	24	28	37	30	25	33	5	4	5	6	7
30814	0	0	0	0	0	0	0	0	0	0	0	0
5320	0	0	0	1	60	17	18	1	1	2	2	3
5322	1	0	1	1	1	0	1	0	0	0	0	0
26279	1	0	0	3	3	0	5	0	0	0	0	0
64600	0	3	0	0	1	1	5	0	0	0	0	0
391013	0	0	0	0	2	0	0	0	0	0	0	0
127733	0	1	11	0	4	2	4	2	6	2	5	0
101928017	0	0	0	1	1	0	0	0	0	0	0	0
105376825	0	0	0	0	1	0	0	0	0	0	0	0
105376826	0	0	0	0	0	0	0	0	1	0	1	1
105376827	0	0	0	0	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0	0	0	0	0
127731	0	0	0	0	0	0	0	0	0	0	0	0
339505	0	0	1	0	0	0	0	0	0	0	0	0
55450	22	12	49	28	39	23	44	71	179	101	220	259
79594	112	99	101	102	92	112	167	68	129	71	101	108
163933	0	0	3	1	1	1	0	0	1	1	0	0
978	5	5	68	3	6	3	39	51	168	120	135	294
65018	27	42	70	26	20	22	64	28	70	44	49	60
102464833	1	1	2	1	0	1	1	2	1	1	2	2
100861548	42	46	38	36	27	38	74	13	59	26	36	31
1650	749	649	552	603	498	556	1136	193	494	237	343	228
57576	3	4	0	5	2	1	4	1	0	2	0	0
