GeneID	GSM4998462	GSM4998463	GSM4998464	GSM4998465	GSM4998466	GSM4998467	GSM4998468	GSM4998469	GSM4998470	GSM4998471	GSM4998475	GSM4998476	GSM4998477
5333	1156	303	378	458	1093	1163	694	810	819	314	155	371	231
9940	533	186	217	207	410	527	362	500	319	223	134	179	186
105377033	11	7	9	6	13	15	12	18	11	7	1	3	6
30	1377	479	496	636	1327	1621	986	1368	953	653	543	596	590
4615	626	429	322	511	718	1063	514	790	1449	790	465	662	916
101928234	6	10	1	8	3	5	2	3	2	5	8	2	1
9943	1778	1165	1204	1718	2201	2531	1903	2536	2172	1878	1148	1159	1171
9390	24	9	13	11	44	42	18	39	28	14	9	9	15
9389	14	9	9	12	52	57	23	28	72	20	14	12	24
9942	339	141	191	202	350	317	342	324	226	221	311	231	146
100128640	33	18	30	28	17	27	26	29	26	26	25	21	17
93	452	313	456	582	427	378	664	600	504	565	704	507	369
9941	206	364	485	418	408	203	488	493	315	373	350	424	420
6331	13	27	45	58	33	30	59	24	12	27	45	14	17
6336	0	0	0	1	1	0	0	0	0	0	0	0	0
105377034	0	0	0	0	0	0	0	0	0	0	0	0	0
107986042	0	0	0	0	0	0	0	0	0	0	0	0	0
11280	17	30	19	397	43	16	35	19	1	15	19	45	26
57599	639	726	871	933	773	739	992	1088	817	735	690	596	699
64689	774	669	661	716	766	729	693	834	773	729	549	579	505
199223	182	234	164	214	185	269	186	228	148	170	153	142	133
102466743	3	15	4	12	6	5	7	6	3	5	1	3	1
64651	595	8900	2821	3792	1379	1054	1232	742	1316	2401	793	1517	598
101928263	28	133	41	75	55	37	24	19	43	60	8	32	12
105377035	2	3	1	6	2	1	2	1	1	0	0	0	0
165904	1	340	6	2658	1	8	2	3	54	42	54	54	56
102724104	3	2	0	2	0	0	0	0	0	2	5	0	0
1524	75	35	30	85	42	61	53	127	29	33	71	35	88
1237	4	13	4	0	7	0	3	5	22	33	22	23	31
105377644	26	27	29	43	36	26	35	46	28	26	36	20	37
105377037	25	10	9	6	14	19	7	11	6	13	5	1	8
54977	368	233	284	318	346	286	374	559	361	344	334	272	296
3921	11951	4934	5518	10263	14397	14982	10424	14103	9146	10114	7804	8132	5251
574040	20	9	14	13	32	38	37	36	57	37	39	20	26
6044	19	9	11	14	14	19	20	27	24	18	25	23	8
107986075	3	2	5	1	5	0	6	6	2	4	2	2	1
105377038	0	1	0	0	1	0	0	0	0	0	0	0	0
4336	5	4	1	1	4	3	0	1	2	3	5	6	0
105377039	0	0	0	0	0	0	0	0	1	0	0	0	0
25924	435	223	224	218	134	217	341	419	63	96	32	65	87
440952	42	28	29	55	24	21	40	30	22	34	11	19	26
105377645	11	7	11	3	6	2	1	5	4	1	1	1	5
10289	156	349	335	436	216	171	278	247	275	400	214	256	209
956	515	52	83	98	247	229	223	490	28	161	74	55	95
285266	80	26	30	44	57	44	67	88	2	36	20	14	23
9045	3698	2764	3272	5173	5169	5550	5214	4730	2802	2965	2512	3020	1667
285267	200	150	173	203	249	223	236	347	165	176	170	156	185
253639	68	52	95	74	51	63	96	97	20	36	74	35	43
285268	643	742	805	639	714	652	842	1003	731	873	676	662	660
105377043	8	11	1	9	3	8	5	10	7	27	46	30	25
105377045	0	1	1	1	0	0	0	0	13	13	6	0	8
1499	4753	5110	4659	4854	5172	4501	5412	8192	6907	8178	8646	7404	6415
54986	283	282	273	367	282	291	346	348	510	334	374	337	312
105377046	35	74	47	58	53	44	48	56	56	57	58	42	36
107986077	6	11	9	8	8	8	9	8	8	8	5	10	3
22906	2909	2477	1922	2299	2946	3066	2651	3538	2983	2731	1517	1761	2465
105377048	0	0	0	0	0	0	0	0	0	0	0	0	0
885	0	7	1	8	0	1	5	0	0	7	0	3	2
131375	0	0	0	0	0	0	0	0	0	0	0	0	2
7433	692	38	69	48	242	308	210	519	1383	289	133	49	225
100874007	35	4	2	4	9	19	14	32	80	22	6	3	13
9117	559	668	760	754	661	528	963	852	899	800	833	722	578
51188	99	55	53	92	96	71	100	120	108	129	144	102	122
4820	3685	3238	3741	3935	3637	3424	4738	4733	4511	4162	3284	2850	2817
101928323	44	29	47	54	34	51	60	83	55	55	63	52	47
92999	722	1914	3008	1981	1171	602	1414	929	406	996	623	935	517
131377	0	0	3	291	0	2	3	0	0	1	2	0	0
57467	1	9	7	133	5	2	3	0	0	1	1	1	1
100874044	1	0	0	5	0	1	0	0	1	0	1	1	0
152206	21	44	56	48	45	45	60	34	77	32	28	52	21
100874114	1	1	2	4	2	2	5	1	4	1	1	1	2
729083	4	3	2	7	2	5	9	2	19	3	8	11	0
25994	945	975	1182	1279	1321	1210	1270	1260	968	737	564	681	621
1238	81	72	55	94	81	76	75	181	172	71	20	73	39
1582	25	20	16	26	21	19	29	35	59	18	5	12	15
389114	321	297	597	346	342	309	611	494	90	160	104	249	112
100506275	6	2	1	3	2	3	6	3	2	3	1	2	10
100506243	16	12	18	18	6	17	19	18	7	18	17	8	28
729085	86	184	367	325	117	118	329	176	66	106	110	166	111
84892	153	256	301	217	178	124	250	197	168	155	159	190	112
107986079	37	55	78	62	42	38	85	83	35	50	47	34	32
105377051	0	0	0	0	0	0	0	0	0	0	0	1	0
105377052	0	0	0	0	0	0	0	0	0	0	0	0	0
54861	823	910	1505	938	794	774	1105	992	651	1006	579	1122	717
100873954	401	408	704	457	376	364	539	485	299	449	254	505	357
55129	610	476	567	596	687	613	596	559	573	499	305	449	288
107986080	35	25	34	43	27	39	37	36	87	44	36	48	30
51099	848	583	380	468	896	936	685	1381	501	458	301	628	354
105377054	3	6	0	9	9	2	1	6	1	1	0	6	10
107986081	0	0	0	0	0	0	0	0	0	0	0	0	0
406929	1	0	0	0	0	0	0	0	1	0	1	2	0
375337	0	0	2	0	0	0	1	0	0	0	0	0	0
105377055	0	0	0	0	0	1	0	0	0	0	0	1	0
285343	304	362	403	445	476	374	464	466	102	252	184	249	146
102724231	7	36	28	54	24	10	27	14	3	26	12	28	10
100506319	1	8	7	10	6	2	12	1	1	6	0	6	1
353274	1018	1243	1768	1536	1159	885	1706	1536	621	1262	977	1182	1045
101928529	1	6	16	4	9	6	12	7	4	9	4	6	6
285346	137	115	136	129	144	120	181	222	63	162	75	100	90
55888	76	43	99	100	65	57	140	125	28	112	61	80	76
112840933	12	10	15	20	15	17	41	17	6	25	18	12	14
110354863	205	203	262	255	240	208	333	316	105	226	175	221	181
285349	80	137	292	139	81	71	208	130	34	88	111	126	76
100874094	4	8	9	2	9	5	13	11	2	5	2	5	7
