GeneID	GSM3533490	GSM3533491	GSM3533492	GSM3533493	GSM3533494	GSM3533495
105378601	0	0	0	0	2	0
112268220	1	0	0	0	0	0
107985732	1	0	0	0	3	0
105378600	1	0	0	0	3	0
105378598	1	0	1	0	4	1
107984904	1	0	0	0	3	0
105378599	0	0	1	0	0	0
140625	0	0	0	0	0	2
440556	1345	14	818	7	1047	14
63976	295	32	323	0	548	63
100422968	6	0	1	0	3	0
105378606	35	1	53	0	40	4
107984909	13	2	23	0	32	0
105378605	140	1	73	0	84	3
105378604	160	14	103	0	235	22
27237	1398	185	651	2103	484	561
1953	743	1045	669	1803	564	667
105378608	2	54	2	12	6	7
693135	0	6	0	0	0	0
105378607	0	8	0	0	0	1
127262	384	85	286	139	340	145
49856	99	18	79	92	69	75
7161	14	11	15	54	28	60
105378610	0	0	0	1	1	4
105378609	0	0	0	0	0	0
57212	286	71	288	227	284	432
148870	1	0	6	9	8	12
388588	74	0	63	9	68	45
57470	1160	531	926	792	638	702
9731	516	99	436	435	488	592
1677	147	55	107	87	69	149
107984910	5	0	2	2	3	6
339448	59	12	46	140	91	54
100133612	47	1	24	47	24	37
728716	0	0	0	0	3	0
105376672	2	0	2	0	0	0
105376673	1	0	0	0	0	0
284661	1	0	0	0	0	1
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	1	0	0	0	0	0
55966	705	21	520	8	309	214
105376680	0	0	1	0	4	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	1	0
105376682	0	0	0	0	4	0
107984911	2	0	0	0	0	2
105376686	1	0	0	0	5	0
100616421	1	0	3	2	7	1
261734	408	164	310	314	366	438
8514	3030	285	1650	1967	988	906
26038	59	377	78	36	70	7
105376687	1	0	1	0	1	0
6146	2834	79	2300	2276	1716	3558
107985733	51	1	64	28	37	28
102724450	81	1	69	64	32	13
388591	447	28	635	320	301	233
23463	1098	188	1128	1026	900	780
148645	0	1	2	1	2	0
390992	0	3	0	0	0	0
387509	263	164	154	735	118	99
11332	704	127	578	160	430	138
54626	155	0	87	178	13	10
83715	4304	135	2309	462	1176	377
100422975	28	2	22	1	9	0
8718	149	217	127	115	78	103
57449	555	1417	910	834	435	1150
79707	295	52	345	566	381	616
80835	19	4	8	1	9	4
107984912	0	1	2	0	0	1
3104	492	128	382	324	321	428
9903	2135	372	1009	1008	1460	1250
107984913	26	4	23	14	40	20
148479	602	119	470	432	594	597
90326	299	27	226	104	199	141
55735	676	55	546	388	445	348
100505887	0	0	0	0	0	0
110841581	1	0	3	6	0	1
23261	141	24	162	96	220	202
105376692	0	1	1	0	0	2
102725193	4	3	1	0	6	4
101928836	0	0	0	0	4	6
105376691	2	1	4	0	3	2
105376689	26	4	36	58	36	49
9341	213	86	254	466	239	455
8863	135	24	191	84	222	150
10911	0	0	1	9	2	40
3604	2	4	3	219	13	418
11315	468	82	439	283	255	196
54206	3390	14	2320	9832	1147	2396
107984915	0	1	0	0	1	0
102724539	5	0	2	2	1	3
105376695	1	0	1	0	0	0
50651	86	26	74	123	104	29
473	2571	368	2800	1058	2345	2087
102724552	19	0	6	6	8	17
106632271	1	0	1	0	6	0
2023	6057	1327	5096	12589	4096	7522
102465436	5	0	2	1	3	4
100505975	11	0	12	2	5	4
112268261	1	0	2	0	4	9
765	0	0	0	0	0	0
155184	0	0	0	1	1	5
6518	1026	11	396	961	400	326
80045	158	24	88	144	157	166
106614088	7	25	43	103	34	199
407040	0	0	1	1	1	9
102724571	2	9	7	36	10	31
9563	1596	160	2057	3208	1456	4243
80176	680	257	913	987	366	710
100506022	45	2	37	8	9	15
84275	60	4	50	16	64	14
199953	396	151	372	435	287	236
107985734	5	4	2	1	3	3
105376712	0	0	1	4	0	5
5293	413	93	366	587	338	1144
644997	0	4	4	10	2	47
101929074	12	2	11	1	13	42
22883	2458	971	2118	2272	2002	2547
56998	261	29	268	84	194	107
105376717	24	8	16	7	11	7
84328	426	95	454	292	281	543
64802	390	19	329	144	259	322
113391335	11	1	18	1	12	11
100847055	0	0	2	1	0	5
116362	5	1	9	6	7	32
10277	412	35	433	333	445	593
23095	1380	182	1118	1463	1482	1266
105376725	17	0	8	4	23	18
5226	715	136	733	924	451	326
100526739	55	6	27	12	22	33
378708	54	6	27	12	23	34
1325	5	0	5	1	5	2
1676	765	97	679	532	681	614
5195	685	127	542	288	264	401
54897	808	117	841	614	1272	377
105376733	0	0	0	0	4	0
105376735	0	0	0	0	1	0
148345	4	17	1	25	2	10
23435	609	83	624	913	523	987
10747	13	0	9	5	21	36
6723	69	162	117	317	63	94
5394	155	12	180	255	138	262
105376736	4	1	7	8	4	10
2475	913	136	996	1435	990	782
100873935	32	7	36	28	17	17
10218	11	1	22	25	22	7
29914	121	51	95	164	126	153
105376737	0	0	1	0	1	2
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	4	14	21	106	9	13
112268221	0	4	0	11	3	2
101929181	0	0	0	0	1	0
26232	41	8	40	15	47	15
93611	1714	293	1417	700	794	884
26270	98	9	70	237	76	84
10459	85	16	70	197	79	66
374946	60	1	27	86	34	5
57085	389	19	352	527	166	221
284498	363	114	328	122	256	295
102724659	0	1	1	0	1	0
4524	1365	302	1415	524	1214	1293
1185	315	54	244	136	307	357
100379251	19	5	19	16	32	21
4878	6	2	6	3	6	7
4879	0	0	0	0	0	0
26829	2	0	6	4	5	4
90231	1618	433	1258	985	726	974
5351	2377	525	1522	3611	1000	2010
9927	2078	508	1699	1562	1551	1254
60672	93	54	190	277	154	96
102466982	0	1	3	1	1	0
943	10	4	12	36	9	35
102465836	3	1	7	23	6	26
7133	196	232	517	1461	361	2191
100616438	4	3	5	1	2	14
107984917	2	1	2	0	7	8
55187	1877	544	2060	1206	2144	2279
677885	1	4	1	3	10	4
105376744	15	0	10	9	13	18
9249	990	213	662	555	469	579
102466722	15	0	3	3	3	7
343066	4	0	0	0	2	0
126767	0	0	0	0	1	1
93190	0	0	0	0	2	0
390999	0	0	0	0	1	0
65121	0	0	0	0	1	0
105376745	0	0	0	0	1	0
440560	0	0	0	0	2	0
343069	0	0	0	0	3	1
65122	0	0	0	0	1	0
400735	0	0	0	0	1	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	1
440561	0	0	0	0	1	0
101929983	0	0	0	0	0	1
649330	1	0	0	0	0	1
441873	0	0	0	0	1	0
649324	0	0	0	0	0	0
440563	0	0	0	0	0	0
645354	0	0	0	0	0	0
645359	0	0	0	0	1	0
101060301	0	0	0	0	0	1
343070	0	0	0	0	1	1
400736	0	0	0	0	0	1
391003	0	0	0	0	0	4
343068	0	0	0	0	0	0
391002	0	0	0	1	0	1
645382	0	0	0	0	0	1
653619	0	1	0	0	4	0
729528	0	0	0	0	1	0
645414	0	0	0	0	1	0
391004	0	0	0	0	0	0
645425	0	0	0	1	3	0
126755	0	0	0	0	2	0
102724856	0	0	0	0	1	0
107984918	2	0	0	0	1	0
10630	3	0	7	16	14	3
107984919	0	0	0	0	5	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	554	179	491	639	692	763
23254	548	158	539	89	649	377
107985467	3	0	10	0	13	3
107985468	6	0	5	0	2	2
105376762	1	0	5	0	13	5
105376759	16	3	54	2	65	110
107985469	2	0	8	1	23	20
200197	86	36	77	19	147	85
55092	599	287	515	356	1092	767
727684	123	16	110	23	312	115
114827	26	30	29	63	27	21
101927417	2	1	2	3	5	4
101927441	27	3	23	13	66	57
79180	548	226	264	1103	224	665
11330	0	0	1	0	6	2
63036	3	3	1	1	7	2
105376767	0	0	1	0	3	0
51032	13	2	6	5	30	12
842	191	78	226	118	275	140
23341	1145	29	944	278	782	352
107397391	1	0	1	1	4	1
79814	5554	7	3245	154	2684	192
84301	1266	46	1260	1074	992	1697
6248	58	2	66	86	141	219
23207	1217	556	1193	1756	945	1513
284723	216	46	394	42	157	40
110806303	12	3	22	1	5	1
388595	384	11	383	2	125	22
54751	238	768	428	282	286	347
440567	1	2	4	4	2	2
729614	114	44	77	58	99	108
23013	1098	251	1158	1357	1767	1913
7709	278	117	285	287	335	355
149563	27	0	12	0	28	1
27129	952	59	811	112	1119	36
1187	763	7	709	33	1131	7
1188	4055	6	3087	4	4702	5
348487	81	7	75	58	77	10
1969	307	404	458	121	1684	897
101927479	34	12	28	6	169	35
128272	53	24	63	37	53	86
101927546	55	4	66	10	50	26
79363	112	21	69	55	73	100
54455	232	58	254	208	240	235
26099	3339	616	2974	2529	1976	3738
374955	1926	366	1723	1483	1130	2122
55707	278	73	335	710	287	509
107984921	22	0	33	30	30	59
114819	386	105	405	157	292	466
26871	28	69	37	20	51	61
107985757	0	0	0	0	0	0
100132147	7	0	5	1	3	10
107985758	1	0	1	1	1	2
7195	0	0	0	0	0	0
55672	1011	122	808	259	1022	1642
105376794	255	85	249	194	322	585
84809	161	59	126	135	181	201
11209	418	40	239	967	465	183
107985736	5	7	10	10	4	6
26869	25	68	36	19	49	52
107985759	0	0	0	0	0	0
284729	330	28	294	1	96	54
100189045	0	0	0	0	0	0
6060	21	48	26	17	37	40
11223	811	7	276	175	1038	276
100500876	0	0	0	0	1	0
100189298	0	0	0	0	0	0
112267871	29	0	22	5	6	11
7193	1	0	1	2	1	0
100189183	0	0	0	0	0	0
105376805	16	3	17	13	13	25
791226	0	0	0	0	0	0
26870	22	50	26	19	35	42
9696	1246	574	1309	418	1026	743
4237	7	11	13	7	15	1
105376806	6	7	4	1	6	1
23400	721	253	613	1091	584	747
6390	391	37	264	424	284	121
11240	200	10	274	549	231	116
105376808	0	0	0	1	1	10
400743	0	0	0	13	4	221
29943	1	0	4	1096	4	553
51702	0	0	0	752	6	6
100616188	0	0	0	0	0	0
23569	4	2	40	5	0	8
353238	0	0	0	0	0	0
55920	1193	256	1371	1911	1186	4217
55160	4321	1211	3861	1018	2911	2057
107984028	0	0	0	0	0	1
81569	1	0	0	694	3	1
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	1	0	0	0	0	0
84966	8	27	18	20	12	46
105376814	2	0	8	2	2	29
127707	1407	2	861	399	929	405
5081	0	1	0	0	2	1
80834	2	0	0	0	2	0
8659	30498	441	12923	712	7639	468
100616120	3	0	4	0	2	0
100302276	8	0	11	2	8	1
126917	1625	288	1859	957	2020	3138
105376815	0	0	2	3	3	0
23352	4334	476	4274	4180	5212	4049
101927895	37	13	39	42	37	58
23065	598	122	626	929	672	1099
51154	396	55	312	521	201	442
246181	114	0	95	85	83	5
22977	1282	2	704	519	480	53
100506730	42	3	21	30	35	21
8574	812	99	431	396	402	251
54896	423	102	387	266	343	256
832	2086	189	2103	2233	1489	2897
105376819	0	0	0	1	1	1
105376818	0	1	0	0	0	4
105376817	0	0	0	2	1	2
105378614	1	0	4	2	0	0
440574	120	28	152	82	109	119
100532736	345	307	626	1417	358	504
644068	5	0	5	16	12	11
4681	347	309	625	1452	358	503
3362	3	3	9	208	11	18
255104	459	43	485	619	396	548
54546	209	0	171	79	136	1
105376823	0	0	1	3	1	3
23252	320	72	307	1334	412	545
30814	0	1	0	0	4	0
5320	0	36	0	23	1	0
5322	2	429	0	0	2	2
26279	1	0	0	133	1	8
64600	0	0	0	5	4	2
391013	1	0	1	5	1	1
127733	80	20	65	58	69	360
101928017	12	3	9	6	6	54
105376825	3	4	5	0	10	8
105376826	7	0	1	1	6	2
105376827	0	0	0	0	0	0
105376828	0	0	0	4	0	0
127731	545	27	351	86	731	12
339505	1	129	1	4	4	19
55450	468	741	226	218	198	85
79594	283	112	219	295	350	180
163933	19	116	29	3	51	3
978	18	1	8	147	19	4
65018	1171	281	916	367	846	603
102464833	190	91	127	54	70	57
100861548	635	174	532	196	500	392
1650	1529	252	1727	2330	1155	2400
57576	42	11	58	12	41	70
400745	24	0	38	112	32	129
112268222	137	41	112	173	105	99
50809	1323	142	1483	1307	1374	1804
8672	466	156	680	794	670	1057
105376830	3	1	4	1	5	12
105376829	4	0	2	1	10	13
100302155	2	0	1	0	0	1
1889	1822	893	1752	6297	1643	2945
100506801	53	20	31	64	51	94
105376832	0	0	0	0	0	1
84224	130	21	145	78	167	168
249	1786	2	892	6	727	280
105376834	10	0	10	0	13	1
5909	2223	43	2076	302	1627	110
84196	724	54	760	684	594	1171
401944	432	225	609	644	426	1386
3339	10268	4191	13921	17487	12164	53046
23436	0	0	0	0	0	0
10136	0	0	0	0	0	0
101928043	9	0	7	2	8	10
29092	14	1	14	19	23	18
112268223	3	1	1	0	2	4
998	1156	66	1052	1229	1603	2800
54361	20	20	35	21	48	34
105376845	2	1	1	0	3	2
105376850	0	0	1	3	3	6
107985377	0	0	0	0	0	0
100616433	0	0	0	0	1	0
105376856	0	0	0	12	2	0
9923	884	92	725	759	821	1206
2046	0	0	2	0	6	0
102466615	0	0	0	0	0	0
712	105	482	475	4649	127	2063
714	91	1300	535	8297	123	2196
713	59	771	265	3514	72	1230
2048	50	27	104	149	122	218
100616391	0	0	1	0	1	0
100422914	1	0	3	16	4	13
646262	0	0	0	0	1	2
729059	0	0	1	0	0	2
23028	909	157	631	447	519	816
100422866	1	0	0	0	2	2
7798	446	63	511	558	813	672
3352	0	0	2	1	2	0
100996511	14	1	21	20	38	63
10236	588	89	712	894	668	1331
80818	100	60	151	145	139	187
148898	90	39	133	64	64	73
6920	1618	86	955	24	895	3405
55616	1014	53	915	40	652	159
1870	0	27	8	134	3	27
101928163	0	0	0	6	0	1
105376859	1	0	1	11	3	4
3399	151	129	105	101	155	242
107984928	0	0	1	0	0	2
259283	0	0	0	0	3	1
6135	250	44	366	500	178	334
6924	263	56	323	337	301	421
100506963	22	6	30	24	28	38
57095	251	73	267	309	171	218
105376860	97	11	86	55	56	56
11313	693	180	698	452	473	384
2582	503	52	465	449	343	303
3155	895	57	664	236	440	317
105376861	3	0	1	0	0	3
2517	245	178	203	604	222	175
1269	0	0	1	0	4	4
107984929	0	0	0	0	1	2
100616492	0	0	0	0	0	0
55629	100	7	87	77	155	129
10772	275	47	356	345	678	712
105378615	0	0	0	0	0	0
105376863	0	0	1	0	2	2
107984931	290	0	141	46	53	26
127294	6252	10	3258	1581	1590	645
107985737	77	0	49	12	26	10
105376864	48	1	37	22	27	12
58985	184	5	103	408	36	95
163702	370	36	272	51	208	181
284632	0	0	0	0	0	1
105376871	3	1	4	0	5	3
57822	10	0	1	1	9	14
90529	157	4	144	65	113	89
57185	509	55	533	213	502	973
100750325	0	0	0	2	0	0
11123	82	8	87	165	115	197
100506985	3	0	4	3	13	8
400746	17	0	33	4	28	4
10250	234	32	219	210	424	352
25932	1638	52	1111	539	1119	1550
105376876	0	0	1	0	2	2
864	23	87	46	632	25	330
102465437	0	1	1	3	0	16
107984932	5	4	6	23	6	82
105376878	5	11	15	126	12	165
100616365	0	0	0	0	0	1
105376879	0	0	0	0	1	2
25949	63	3	44	35	45	54
57035	434	110	437	415	477	884
105376882	0	0	2	0	0	1
6007	28	3	68	14	31	134
23585	48	5	76	103	63	121
6006	79	13	90	58	53	121
55219	329	18	460	312	523	822
26119	602	63	583	296	481	479
57134	1491	180	2971	270	1235	202
57190	1161	254	1669	1773	1410	1332
56181	304	51	253	56	248	129
646471	224	37	228	37	188	106
79000	36	8	23	25	47	26
164091	3966	73	4410	520	1772	629
3925	57	106	66	163	54	58
100500808	4	3	3	7	1	4
105376885	0	0	0	0	1	0
5051	270	33	318	123	250	158
101928216	16	23	27	5	3	4
2134	45	64	88	3	14	19
7780	971	4	1788	10	320	15
105376910	4	0	23	0	4	0
84676	74	2	195	0	21	23
149420	36	7	27	25	34	35
105376886	0	0	0	0	0	0
79927	73	27	110	47	178	191
110806296	0	8	0	0	1	0
51042	91	50	63	73	66	34
10256	60	13	151	7	151	20
378807	2	0	0	0	4	0
101928303	43	0	37	3	32	6
64793	239	72	274	365	194	240
83442	65	45	116	397	104	170
91544	394	229	446	350	260	725
1043	3	1	8	28	4	19
55057	13	4	13	309	5	5
257101	0	0	1	2	4	12
79727	0	0	0	0	4	2
79947	492	96	461	335	302	477
101928324	24	0	38	14	28	54
3151	232	96	294	389	196	325
6195	1039	92	937	753	538	819
100302190	1	0	1	1	4	8
105376888	1	0	0	0	0	0
101928728	7	0	4	4	4	2
8289	1261	502	1376	1517	1406	1409
55650	116	14	102	53	59	81
84243	255	90	292	743	302	546
2810	1	0	27	438	22	1
54707	303	69	325	220	380	346
63906	202	69	162	107	147	168
10726	828	405	648	573	491	632
8431	67	0	57	0	50	0
126695	116	0	86	1	83	31
388610	92	26	169	233	63	10
115572	297	12	165	8	242	16
101928391	14	1	28	7	23	2
6548	311	205	325	494	451	254
102723760	0	0	0	0	3	1
105376890	0	0	0	0	0	0
23038	1364	269	1345	598	1212	922
84065	370	78	298	282	232	264
644961	30	2	35	10	35	51
84958	68	29	111	531	113	168
9064	394	143	686	644	562	442
8547	80	12	266	47	98	53
388611	2	0	2	1	10	0
2827	1	2	8	23	31	9
10163	2596	733	1907	2639	1841	4194
105376892	3	2	7	3	2	3
27245	822	327	803	882	998	981
2268	30	37	114	227	72	243
111216282	1	0	0	0	0	2
2537	93	388	417	284	118	189
199870	57	7	51	77	91	59
23673	110	11	113	142	174	182
5511	1757	209	1902	1813	912	1978
677774	1	0	0	1	2	4
9473	38	106	188	2129	102	624
6118	266	14	229	286	143	389
27293	64	1	71	9	38	45
55113	142	65	78	119	82	94
2140	596	42	618	275	624	563
5724	33	40	55	285	62	397
22826	196	32	201	303	191	183
93974	152	17	145	91	219	70
83667	809	108	993	1028	688	441
54797	73	10	94	93	76	82
65979	650	70	644	738	619	960
1104	367	101	382	1861	286	844
8420	25	5	59	326	41	115
6080	13	7	14	57	27	37
26768	6	5	22	32	11	28
54952	66	5	76	89	64	173
85028	24	13	32	245	26	116
692212	2	0	6	55	11	30
677838	3	1	4	26	7	14
677825	2	1	2	6	2	5
692073	6	0	3	29	3	15
115273	8	14	17	1144	9	222
6883	63	4	57	48	59	79
105378616	11	0	10	3	21	12
26824	1	0	1	1	12	1
10691	146	27	188	297	172	307
51441	193	17	221	308	269	256
4985	1	0	0	1	6	0
2035	664	207	934	3898	647	1084
399474	554	339	535	446	264	253
6429	375	99	366	364	460	519
51102	144	12	119	147	110	100
10076	284	505	285	2183	258	569
101928460	1	2	0	0	0	2
107984933	0	0	0	0	1	0
107984934	0	0	0	0	1	8
101929406	0	4	3	0	1	1
105378617	0	16	0	0	1	6
105378618	0	0	0	0	4	0
4146	10	1	11	18	7	22
100129196	21	2	14	28	10	44
7805	58	292	221	2625	162	1272
100616164	0	0	1	2	0	10
105378620	24	31	98	174	64	533
105378621	0	0	0	0	0	1
105378622	0	0	0	0	0	0
400748	1	0	0	0	2	4
9672	878	1108	1292	6043	1002	3555
9698	1269	160	1133	1033	1072	1434
692234	7	1	7	1	7	16
692235	5	0	5	7	8	9
692200	0	0	1	2	4	10
107984935	2	0	0	1	3	1
79570	0	15	8	43	2	3
9410	68	12	73	89	72	89
51538	139	12	150	127	101	193
2170	218	6	139	48	166	76
105378623	0	0	2	0	1	1
107985470	0	0	1	0	0	2
347735	490	10	527	895	624	552
105378625	3	0	2	5	22	0
105379772	53	0	42	0	103	0
149086	36	0	41	1	12	3
284551	6	0	20	0	13	1
105378626	40	4	55	6	78	21
64129	2797	1259	4380	661	3821	2057
3061	34	11	24	18	47	43
553115	230	129	196	247	252	244
107985471	14	7	24	19	11	15
105378628	1	0	0	0	1	1
1307	722	1631	1799	586	705	134
101929444	0	9	12	2	4	4
576	53	13	47	38	89	7
100423028	0	0	1	0	3	0
90853	5	4	7	25	1	6
8073	988	193	1253	1782	1001	1617
10657	989	400	884	1191	908	1188
55116	81	16	88	59	100	105
100847018	1	0	0	0	0	2
23633	2021	162	2084	1888	1612	2137
200081	694	243	879	1641	901	936
79140	165	38	104	60	71	106
56063	226	78	299	116	237	297
55721	117	31	105	49	86	129
149069	119	45	146	68	121	179
8668	515	59	374	647	419	418
339483	85	34	223	71	169	229
84734	27	18	63	52	48	75
3932	19	19	41	372	27	493
3065	1354	136	1224	1262	689	1914
65108	186	160	199	291	190	452
105378629	11	2	14	10	10	13
81629	78	5	104	57	107	190
100128071	32	12	24	14	23	31
55108	2074	267	2274	1405	1628	2436
728116	3	0	3	0	12	5
653121	84	23	73	110	89	117
102723870	10	0	1	0	6	2
339487	128	4	116	168	80	213
5928	378	67	363	612	424	465
81493	81	17	100	172	158	179
57648	2269	88	1918	824	1760	550
8565	294	77	346	580	253	333
64766	102	24	112	193	157	266
252995	16	9	12	11	35	19
105378631	4	1	4	0	9	10
3208	2	18	1	10	13	43
113452	55	88	61	101	55	120
105378632	0	0	1	0	5	0
127544	372	183	300	396	440	710
204	4720	87	3771	2083	1718	1941
105378635	0	0	0	0	1	0
113451	157	124	112	76	107	256
112268224	24	0	31	13	20	25
55223	123	117	140	73	113	132
149076	768	385	582	204	431	473
127550	1	0	6	0	8	6
1912	919	710	1220	2090	892	1166
100500853	56	12	76	116	63	85
101929464	4	5	7	8	13	7
7579	223	75	250	277	170	462
114784	13	40	34	186	38	24
105378638	3	0	0	0	1	4
127540	0	1	0	1	0	0
402779	0	0	0	0	0	0
84970	1	0	0	0	0	1
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	1	2
693137	0	0	0	0	0	0
105378642	4	0	0	2	10	16
2709	6	1	2	4	3	7
127534	8	6	0	1	0	2
2707	8	8	1	13	12	9
2701	168	1603	240	158	255	593
113444	250	68	331	320	407	253
58512	27	106	43	8	49	18
653160	68	29	75	51	29	94
100506144	20	26	32	76	29	100
9204	133	10	141	141	150	217
79830	116	6	131	161	196	329
105378644	3	0	5	0	3	0
6421	2311	690	2508	3011	3633	3142
9202	786	60	859	723	813	1234
100861513	108	1	101	59	70	126
79932	974	76	819	652	850	1063
23154	523	610	633	637	415	525
339488	31	16	34	65	39	137
105378645	7	12	17	26	11	63
5690	142	37	192	474	177	229
105378646	0	0	0	0	0	1
127703	139	190	216	544	151	686
63967	1	26	15	130	10	51
192670	139	47	185	294	192	419
26523	1820	134	1537	1240	1509	2290
192669	434	61	476	441	752	813
105378647	3	0	8	1	12	7
27285	112	22	139	3	31	87
54936	276	75	279	367	210	288
1296	34	495	58	533	27	199
27095	1968	84	1764	1155	1061	1650
55700	504	565	581	1062	820	820
9967	2965	626	2930	3799	2683	4747
79729	956	84	1172	1107	911	542
55194	572	252	650	625	379	278
83931	1074	153	784	624	906	610
84967	50	11	48	47	59	35
127700	42	11	41	25	39	70
109616970	0	2	1	0	0	5
107984940	0	0	2	0	3	1
64960	105	16	88	76	77	63
1441	25	36	102	388	41	311
107984941	0	0	0	2	0	0
105378648	0	0	1	6	2	0
2899	35	549	16	3282	59	1722
100422898	0	0	0	0	0	0
107984942	4	0	0	0	4	4
728431	23	1	23	21	9	33
80149	515	78	630	622	959	530
102465438	17	3	20	12	15	16
64769	115	30	132	138	147	151
100847010	2	0	0	0	3	2
105378649	2	0	7	7	4	16
79753	391	101	304	258	263	449
7802	297	57	370	14	243	408
29889	60	11	66	172	91	121
284654	2	1	3	0	6	2
54955	99	35	58	76	73	84
55143	4	9	9	179	8	51
284656	31	25	13	151	17	20
105378650	0	0	0	0	0	0
149175	38	178	57	199	37	100
79693	65	44	52	71	45	38
127687	105	150	137	130	105	54
4520	816	65	908	1148	721	1175
3633	367	50	484	269	322	589
105378651	50	17	79	27	36	80
10946	867	160	497	528	472	998
2275	70	62	137	76	138	218
51118	30	11	25	85	33	58
5453	2	6	2	13	0	11
107985103	0	1	2	3	0	2
105378653	0	0	2	2	2	0
100500801	0	0	0	0	1	0
