GeneID	GSM6682838	GSM6682839	GSM6682841	GSM6682842	GSM6682843	GSM6682844
85452	2	10	17	80	192	4
107984872	0	0	1	1	3	0
105378589	2	2	5	0	0	0
2563	11	17	13	1	1	0
105378590	4	7	2	36	27	27
105378591	1	0	1	3	2	1
5590	344	594	692	253	307	273
100506504	23	12	29	15	20	14
199990	414	472	494	180	229	231
112268219	107	40	61	39	57	43
105378593	65	5	49	32	39	38
6497	2478	2893	2500	922	1113	968
79906	127	107	111	92	80	93
100129534	36	6	5	12	12	12
11079	1450	2204	1795	993	1076	1057
5192	263	519	314	150	160	154
9651	124	63	28	21	110	46
55229	325	395	273	171	187	156
388585	1	1	3	3	2	0
115110	86	49	127	104	183	133
8764	359	328	602	341	439	447
100996583	7	4	15	7	7	2
127281	84	396	492	44	67	50
79258	12	50	58	6	14	7
105378597	0	2	3	1	2	3
100287898	7	26	46	19	30	23
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	1	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	1	0
105378600	0	2	0	0	0	0
105378598	0	0	0	0	0	0
107984904	0	0	0	0	1	0
105378599	0	0	0	0	0	0
140625	0	0	0	0	0	0
440556	10	13	0	5	3	2
63976	36	128	1	9	6	6
100422968	0	1	0	0	0	0
105378606	5	17	0	2	0	1
107984909	0	17	1	0	1	0
105378605	0	8	0	0	0	0
105378604	46	93	20	7	4	3
27237	153	271	69	53	106	34
1953	391	60	22	115	236	127
105378608	0	1	3	2	1	0
693135	0	0	1	0	0	0
105378607	0	0	0	0	0	0
127262	1204	1459	1055	614	772	684
49856	183	189	169	52	77	66
7161	59	21	184	14	12	4
105378610	8	2	12	2	3	0
105378609	2	0	10	0	0	0
57212	536	657	330	212	229	235
148870	2	9	2	1	1	1
388588	15	56	21	23	31	37
57470	717	1180	857	466	459	440
9731	962	1345	1097	487	505	539
1677	119	62	79	85	57	74
107984910	9	6	5	7	12	6
339448	325	534	411	152	119	148
100133612	34	91	59	19	26	15
728716	0	0	0	0	1	0
105376672	0	0	0	0	0	0
105376673	0	0	10	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	2	0	0	10	24	8
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	5	2
105376686	0	0	0	0	0	0
100616421	0	0	0	0	1	0
261734	39	32	22	90	68	96
8514	1045	156	73	143	249	371
26038	4	18	7	2	1	1
105376687	0	0	0	0	0	0
6146	5669	6461	6324	2340	2584	2348
107985733	38	26	20	22	20	16
102724450	9	5	1	5	12	11
388591	291	174	127	137	168	132
23463	784	1972	1273	523	620	493
148645	8	6	1	11	4	6
390992	0	0	0	0	0	0
387509	95	17	10	66	87	93
11332	240	1031	566	112	106	148
54626	3	9	4	0	0	0
83715	708	664	331	571	678	853
100422975	0	0	0	0	0	0
8718	45	35	33	21	36	28
57449	134	111	79	68	63	41
79707	876	1460	1022	379	399	422
80835	2	6	4	2	3	6
107984912	0	0	1	0	1	0
3104	411	275	311	275	378	327
9903	1294	965	1805	312	334	300
107984913	120	14	28	16	19	22
148479	432	460	469	138	176	131
90326	348	435	318	136	154	159
55735	784	1160	811	366	421	382
100505887	0	0	0	0	0	0
110841581	2	6	10	1	2	4
23261	360	400	463	235	255	214
105376692	2	0	0	2	0	0
102725193	0	0	0	2	0	0
101928836	0	0	2	1	2	0
105376691	0	0	0	0	0	0
105376689	38	5	5	2	1	6
9341	1084	1230	1055	681	542	678
8863	2323	424	2467	1574	817	1012
10911	3	16	7	1	13	5
3604	12	29	9	10	9	3
11315	1366	2548	1674	889	845	902
54206	5293	4857	7272	11168	10971	18084
107984915	0	0	1	1	0	0
102724539	0	1	4	6	7	6
105376695	0	3	20	4	0	4
50651	40	1	4	15	4	9
473	2665	3496	4470	1386	1632	1471
102724552	29	24	39	22	28	28
106632271	5	0	6	3	2	2
2023	3763	25177	11021	2326	2666	2331
102465436	5	8	2	0	1	0
100505975	14	3	6	2	5	2
112268261	0	1	0	0	0	0
765	0	1	0	0	0	0
155184	0	1	0	0	0	0
6518	11	229	3	2	7	4
80045	338	430	138	139	139	127
106614088	358	424	179	95	112	81
407040	14	11	6	4	4	1
102724571	63	51	16	17	8	8
9563	11206	2254	7009	3489	4793	4235
80176	329	943	449	83	132	73
100506022	7	4	14	2	4	5
84275	2893	1120	495	166	131	123
199953	160	571	259	68	61	46
107985734	9	13	13	2	3	0
105376712	0	0	0	0	2	0
5293	98	193	132	174	245	156
644997	5	3	5	13	17	6
101929074	2	4	5	2	5	4
22883	1143	4729	1001	388	429	354
56998	245	312	414	169	163	162
105376717	12	19	30	17	12	8
84328	640	1512	983	341	402	352
64802	229	211	115	153	161	155
113391335	33	22	35	13	16	5
100847055	5	4	9	1	5	5
116362	125	28	35	22	44	16
10277	2004	2374	2293	772	792	797
23095	4155	4280	5022	1686	1879	1739
105376725	54	39	57	22	39	20
5226	730	8216	2683	478	748	611
100526739	66	109	79	39	29	40
378708	63	105	83	34	28	35
1325	14	15	2	6	6	9
1676	999	1825	1188	465	575	554
5195	586	524	500	314	390	393
54897	151	268	44	129	127	72
105376733	0	0	0	0	0	0
105376735	1	0	0	0	0	0
148345	1	9	4	7	8	1
23435	2331	3312	2617	1342	1477	1350
10747	2860	683	2260	2054	2943	2501
6723	329	1539	832	165	188	152
5394	923	1633	1167	356	396	406
105376736	42	81	66	16	20	24
2475	2102	4783	3305	1038	1514	1127
100873935	43	71	64	19	26	25
10218	62	62	58	40	26	26
29914	434	987	419	169	180	182
105376737	1	0	1	0	0	0
105376739	0	0	0	0	0	0
105376740	0	0	0	0	0	0
57540	16	1	14	0	1	0
112268221	1	0	2	0	0	0
101929181	3	2	0	0	3	1
26232	223	60	14	55	57	136
93611	421	318	71	96	121	171
26270	132	244	94	45	72	72
10459	136	554	253	57	71	72
374946	3	0	3	1	6	0
57085	117	220	168	53	56	56
284498	131	141	128	56	64	57
102724659	0	0	0	0	0	1
4524	781	756	696	355	427	386
1185	526	704	742	234	236	297
100379251	70	75	92	27	35	34
4878	10	15	29	6	8	7
4879	0	0	0	0	0	0
26829	47	5	39	20	7	69
90231	475	1503	1261	445	531	575
5351	2064	4353	4720	1125	1202	1246
9927	2042	3682	2701	1119	1279	1250
60672	135	330	342	45	57	58
102466982	2	2	1	2	1	0
943	3	6	4	4	2	3
102465836	16	13	8	13	14	10
7133	782	397	191	421	515	380
100616438	6	0	1	1	0	4
107984917	13	0	0	8	5	5
55187	3892	4499	3494	2446	3100	2490
677885	52	60	40	14	27	26
105376744	44	50	39	136	167	132
9249	3019	3669	2396	2099	2478	2550
102466722	4	2	7	3	7	4
343066	1	0	1	0	0	0
126767	2	0	1	0	0	0
93190	0	1	0	0	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	2	0	3	1
343069	0	0	0	0	0	0
65122	0	0	0	0	0	0
400735	0	0	6	0	17	1
343071	11	2	3	5	19	9
441871	1	0	0	0	0	0
440561	0	0	1	0	1	0
101929983	0	0	3	0	1	1
649330	0	1	1	0	0	0
441873	0	0	0	0	2	0
649324	0	1	0	0	0	0
440563	0	0	0	0	0	0
645354	0	1	0	0	0	0
645359	0	0	0	0	1	0
101060301	0	1	0	0	0	0
343070	0	0	2	0	3	0
400736	0	0	0	0	0	0
391003	2	0	5	0	0	0
343068	1	0	0	0	1	0
391002	1	0	0	0	0	0
645382	3	1	1	3	14	2
653619	2	0	1	0	14	0
729528	0	0	0	0	0	0
645414	2	0	2	0	0	0
391004	0	0	0	1	2	0
645425	0	0	0	0	0	0
126755	0	0	0	0	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	6	0	0	0	2	1
107984919	0	0	0	0	0	0
105378612	0	0	0	0	0	0
105376756	0	0	0	0	0	0
7799	1005	1215	668	751	795	701
23254	221	38	407	241	259	230
107985467	2	6	3	1	0	6
107985468	0	0	3	0	0	0
105376762	0	1	0	2	0	0
105376759	1	0	0	1	1	0
107985469	0	0	0	0	0	0
200197	18	22	14	35	36	30
55092	53	362	33	51	65	30
727684	24	46	8	11	8	7
114827	5	18	5	9	5	4
101927417	3	4	0	1	1	0
101927441	70	31	3	24	11	19
79180	701	1290	222	350	393	306
11330	1	0	0	0	1	0
63036	2	0	0	2	1	0
105376767	2	0	0	0	2	1
51032	48	13	8	13	14	12
842	412	221	191	126	113	144
23341	1362	1406	1284	964	1010	1010
107397391	5	5	4	6	2	1
79814	1108	2174	1853	949	1188	1364
84301	5523	3702	4162	2830	2930	3004
6248	986	704	815	539	526	533
23207	653	1514	828	424	525	388
284723	73	13	23	165	144	128
110806303	11	8	2	18	18	14
388595	70	103	9	104	199	128
54751	143	1140	27	85	76	46
440567	11	73	18	17	9	15
729614	161	138	177	114	82	95
23013	4962	4055	6189	2140	2222	2209
7709	407	610	475	186	194	182
149563	31	13	16	0	1	0
27129	10	30	2	1	4	3
1187	4	6	0	2	0	2
1188	0	2	3	0	0	1
348487	0	13	1	0	0	1
1969	550	454	228	429	364	216
101927479	30	55	23	28	32	13
128272	22	9	11	3	11	14
101927546	72	16	18	32	8	31
79363	55	66	24	20	23	21
54455	462	878	433	237	222	231
26099	730	1755	922	419	521	422
374955	425	876	495	207	249	220
55707	408	663	592	313	357	307
107984921	66	89	92	36	40	36
114819	179	230	273	80	123	79
26871	10090	13866	14123	6531	7951	12909
107985757	0	0	0	0	0	0
100132147	1	11	7	3	3	3
107985758	0	1	0	0	0	0
7195	0	0	0	0	0	0
55672	828	1632	730	425	575	326
105376794	1178	313	576	714	531	388
84809	493	217	371	318	311	220
11209	1384	154	640	947	1027	560
107985736	37	22	29	26	33	16
26869	9812	13305	12512	6353	7671	12459
107985759	0	0	0	0	2	1
284729	33	8	16	36	36	50
100189045	0	0	0	0	0	0
6060	5537	8368	8024	3780	4234	7629
11223	810	154	693	637	1061	535
100500876	0	0	0	0	1	1
100189298	0	0	0	0	0	0
112267871	8	48	8	1	4	2
7193	0	3	1	0	0	0
100189183	0	0	1	0	0	0
105376805	37	103	100	22	40	35
791226	0	0	2	0	0	0
26870	5478	8309	7963	3729	4209	7548
9696	316	328	398	140	163	150
4237	20	12	1	6	4	0
105376806	9	3	0	0	0	0
23400	264	641	334	108	155	99
6390	1060	1946	1206	949	974	1279
11240	27	15	3	14	4	14
105376808	0	0	0	0	0	0
400743	0	1	0	0	0	0
29943	1	2	1	0	1	0
51702	0	0	1	0	0	0
100616188	0	0	0	0	0	0
23569	4	4	0	1	0	7
353238	0	0	0	0	0	0
55920	910	1943	1345	351	458	342
55160	2695	1241	4283	1865	2337	2245
107984028	0	1	0	0	0	0
81569	0	215	10	1	2	0
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	46	49	63	6	4	8
105376814	13	5	8	3	1	2
127707	204	119	174	131	178	150
5081	0	1	0	0	0	0
80834	4	1	0	0	1	0
8659	2629	2917	4202	1789	3040	2890
100616120	3	1	2	1	1	2
100302276	0	1	5	6	1	3
126917	375	859	540	191	233	163
105376815	4	8	7	4	2	1
23352	8437	18656	10234	5805	5540	5487
101927895	44	109	70	29	30	27
23065	900	2443	1664	521	641	705
51154	435	1071	776	362	274	264
246181	486	338	593	770	569	465
22977	1037	1573	3005	1589	1667	2031
100506730	165	59	145	98	34	71
8574	836	741	1506	486	375	532
54896	291	805	363	223	153	174
832	1362	3044	1714	760	809	791
105376819	5	0	0	0	0	0
105376818	0	0	0	0	0	0
105376817	2	2	2	2	0	0
105378614	3	1	0	0	0	0
440574	296	579	268	153	170	165
100532736	72	341	56	40	43	43
644068	35	25	29	29	21	12
4681	22	264	12	11	18	15
3362	8	12	6	5	7	7
255104	252	412	282	211	223	212
54546	0	5	0	7	0	2
105376823	7	12	2	0	1	0
23252	404	879	389	120	109	116
30814	1	2	0	0	0	0
5320	36	335	2	15	580	84
5322	103	38	23	61	40	40
26279	2	13	0	8	6	5
64600	0	0	1	0	0	0
391013	25	3	2	2	0	2
127733	814	16	99	154	323	117
101928017	78	0	10	8	10	9
105376825	28	0	3	6	13	0
105376826	0	0	0	0	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	12	0	0	1	0
339505	1	2	2	3	2	1
55450	856	2412	3067	753	785	712
79594	320	462	267	165	175	176
163933	2	3	0	2	3	4
978	20	37	243	196	280	318
65018	656	981	976	773	814	888
102464833	19	57	57	33	40	49
100861548	491	757	714	511	557	583
1650	1371	3577	2883	630	671	831
57576	27	7	189	34	20	20
400745	0	6	4	0	2	0
112268222	512	548	641	171	225	217
50809	3746	4624	5202	1389	1832	1472
8672	2091	3733	2950	1057	1290	836
105376830	59	116	116	52	47	48
105376829	64	86	93	24	47	32
100302155	4	5	2	4	6	0
1889	2578	1497	3052	1724	1647	1693
100506801	48	11	73	23	19	33
105376832	0	0	0	0	0	0
84224	237	178	169	114	73	78
249	832	136	1002	631	690	614
105376834	0	0	1	1	0	0
5909	296	1214	2476	150	216	136
84196	1570	2425	2702	1024	1015	955
401944	488	165	255	173	245	179
3339	6815	2220	4089	2467	3436	2603
23436	0	1	10	0	0	0
10136	0	1	7	0	0	0
101928043	27	16	26	8	10	7
29092	109	144	162	65	63	73
112268223	7	5	6	4	3	3
998	2732	6569	4274	1511	1653	1653
54361	44	46	33	29	30	24
105376845	0	14	2	1	0	1
105376850	0	3	6	0	0	0
107985377	0	1	0	0	0	0
100616433	0	0	0	0	0	0
105376856	0	0	0	0	0	0
9923	1374	1386	925	635	544	416
2046	0	3	0	1	0	1
102466615	0	0	0	0	0	0
712	432	912	524	787	1085	840
714	604	1504	920	1183	1831	1351
713	709	1526	826	1417	2340	1478
2048	94	466	16	10	36	21
100616391	1	0	0	0	0	0
100422914	4	15	1	0	2	0
646262	0	0	0	0	0	0
729059	2	1	2	0	0	1
23028	983	2782	1567	522	529	500
100422866	7	2	2	1	2	0
7798	671	1320	642	265	353	237
3352	2	129	9	1	1	0
100996511	201	265	267	145	164	118
10236	2912	5136	4805	1330	1573	1380
80818	339	386	324	126	242	123
148898	61	43	35	28	89	16
6920	2542	1961	2750	1311	1135	1470
55616	306	753	673	158	178	130
1870	36	182	290	1	13	7
101928163	6	6	8	0	1	1
105376859	1	11	1	2	5	3
3399	145	111	48	128	158	137
107984928	0	1	2	1	5	2
259283	1	1	1	3	1	2
6135	7913	7189	8178	3685	3579	3727
6924	1461	2360	2070	804	1002	914
100506963	185	206	211	115	114	121
57095	582	819	749	279	355	358
105376860	44	75	74	27	31	24
11313	352	627	594	221	235	214
2582	484	1924	804	359	388	383
3155	1812	970	1570	2029	1648	1982
105376861	48	15	85	38	11	27
2517	846	1154	1703	780	782	898
1269	1	1	2	11	6	3
107984929	0	0	0	1	5	2
100616492	0	0	0	0	0	0
55629	987	2593	2088	714	784	564
10772	1818	3284	2697	1071	1120	1101
105378615	0	0	0	0	0	0
105376863	0	2	0	0	0	1
107984931	1	2	2	0	0	0
127294	19	20	79	14	5	5
107985737	0	1	4	0	0	0
105376864	3	3	13	0	1	0
58985	146	285	1506	68	85	94
163702	876	260	274	183	188	202
284632	0	0	0	0	0	0
105376871	0	12	50	7	16	16
57822	11	28	31	25	9	13
90529	38	120	99	18	24	23
57185	398	646	631	148	212	190
100750325	1	4	1	2	1	3
11123	83	1062	1009	105	160	166
100506985	15	78	102	12	21	28
400746	78	265	586	124	91	130
10250	2545	3476	2999	1408	1621	1254
25932	3957	3859	4183	1648	1414	1636
105376876	0	0	0	0	3	0
864	39	53	37	94	87	57
102465437	0	1	0	1	0	0
107984932	3	6	4	18	19	10
105376878	9	11	12	19	22	16
100616365	0	0	0	0	0	0
105376879	0	0	0	0	0	0
25949	537	568	589	248	233	259
57035	1361	759	1415	842	1069	985
105376882	1	0	0	0	0	1
6007	131	8	73	47	42	56
23585	674	773	576	181	224	174
6006	421	466	375	115	174	126
55219	1883	1355	1454	1223	1201	1269
26119	397	760	561	362	484	345
57134	186	269	53	705	609	590
57190	1143	1648	989	364	491	384
56181	364	504	404	406	359	440
646471	144	153	128	186	206	184
79000	74	193	140	72	49	77
164091	85	203	175	143	127	122
3925	713	2418	3522	114	138	122
100500808	22	78	107	6	4	5
105376885	0	0	0	0	0	0
5051	466	316	363	348	373	441
101928216	42	2	4	0	0	0
2134	77	6	5	1	0	0
7780	7	3	3	1	3	0
105376910	0	0	1	0	0	0
84676	0	0	0	0	0	0
149420	453	632	538	272	265	284
105376886	1	2	7	1	2	2
79927	9	9	4	1	4	11
110806296	1	0	0	0	0	0
51042	125	393	110	83	98	80
10256	0	5	12	33	14	41
378807	0	0	0	0	0	0
101928303	95	148	84	55	71	63
64793	504	943	725	156	150	151
83442	314	749	540	278	284	215
91544	186	298	436	121	157	121
1043	11	56	16	28	89	37
55057	21	121	73	4	4	0
257101	1	4	3	2	0	2
79727	3	8	1	1	0	2
79947	518	972	619	224	258	259
101928324	71	46	93	34	33	39
3151	2412	3618	5394	742	654	948
6195	138	703	334	245	292	219
100302190	0	1	1	0	1	0
105376888	3	0	4	3	0	1
101928728	25	19	21	12	4	11
8289	3778	4463	4174	1630	1970	1655
55650	414	275	336	340	287	345
84243	342	1383	744	219	241	286
2810	24	1203	804	6	5	7
54707	397	721	505	233	265	217
63906	190	428	343	76	104	92
10726	977	4042	2123	698	700	572
8431	480	791	286	535	586	710
126695	38	41	51	34	18	42
388610	13	1465	170	24	27	15
115572	9	24	2	4	5	2
101928391	0	0	0	4	0	1
6548	237	202	104	125	122	72
102723760	0	0	0	0	0	0
105376890	0	0	0	0	0	0
23038	857	779	1019	548	609	679
84065	271	429	333	125	129	142
644961	49	74	94	25	33	18
84958	15	42	17	34	30	27
9064	110	185	43	101	89	96
8547	80	16	3	922	1433	1501
388611	0	0	0	0	0	1
2827	2	29	2	2	1	2
10163	2414	4207	3718	1028	1058	922
105376892	5	2	0	1	3	2
27245	568	408	509	517	479	516
2268	63	46	19	73	60	49
111216282	0	0	0	0	1	1
2537	192	183	341	100	566	296
199870	396	197	333	146	106	125
23673	686	894	598	413	381	415
5511	466	933	568	172	211	184
677774	8	20	12	1	0	9
9473	121	134	107	222	242	151
6118	338	694	632	221	199	190
27293	16	62	2	11	12	4
55113	101	212	136	87	82	103
2140	641	850	1074	379	337	399
5724	84	117	83	91	94	78
22826	1091	2056	1668	460	550	581
93974	661	1726	1705	653	795	753
83667	190	745	443	295	254	315
54797	109	142	137	95	78	86
65979	1381	1780	2125	790	818	847
1104	266	1243	1026	149	159	154
8420	134	434	675	87	87	63
6080	536	1786	3321	415	587	808
26768	364	1106	1738	281	564	673
54952	134	259	318	66	79	76
85028	127	230	207	39	59	37
692212	7	12	8	4	1	0
677838	16	24	32	3	6	5
677825	9	14	12	1	1	3
692073	15	29	30	4	7	3
115273	13	39	26	20	19	20
6883	348	472	325	143	164	231
105378616	72	82	44	24	52	72
26824	50	65	31	19	41	59
10691	259	352	401	141	133	113
51441	1018	1927	1070	516	597	496
4985	0	20	6	3	0	5
2035	1987	3878	2964	1292	1754	1323
399474	114	320	146	116	92	82
6429	1301	1366	1667	733	858	747
51102	246	278	246	114	112	104
10076	541	403	87	159	317	187
101928460	2	3	2	1	3	0
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	2	0	4	2	7	1
105378617	0	0	0	0	0	0
105378618	0	0	0	0	0	0
4146	8	3	0	2	9	4
100129196	18	6	0	3	11	6
7805	576	932	578	617	727	618
100616164	2	4	5	1	0	4
105378620	55	32	23	79	37	52
105378621	0	0	0	0	0	0
105378622	1	0	0	0	3	0
400748	0	0	0	1	2	1
9672	404	1288	311	1072	1327	1062
9698	2851	3576	2399	1229	1370	1378
692234	15	15	12	10	6	7
692235	24	29	11	10	19	8
692200	6	4	9	8	4	3
107984935	2	5	0	1	0	0
79570	0	19	0	1	0	0
9410	360	747	552	173	133	130
51538	292	448	315	143	113	119
2170	83	48	56	59	49	50
105378623	0	0	0	0	0	0
107985470	0	1	0	0	0	0
347735	3165	2878	2484	680	1183	958
105378625	14	609	268	1	0	1
105379772	1	948	256	0	0	1
149086	3	21	30	0	2	1
284551	6	22	38	0	1	0
105378626	50	123	100	19	13	14
64129	308	425	105	161	326	257
3061	53	74	51	22	20	30
553115	440	821	503	209	242	247
107985471	15	18	8	3	5	8
105378628	0	2	0	0	0	0
1307	265	160	6	55	63	31
101929444	1	2	0	2	2	3
576	10	10	3	2	2	2
100423028	0	0	0	0	0	0
90853	1	5	3	0	0	0
8073	2384	5267	3869	1397	1437	1285
10657	1855	2984	2396	819	955	923
55116	154	331	219	85	105	84
100847018	0	1	0	0	0	0
23633	1834	2577	2006	909	925	970
200081	1240	2998	2029	880	1061	860
79140	38	59	28	46	33	17
56063	132	156	115	79	69	84
55721	69	80	57	30	28	33
149069	67	55	45	43	41	28
8668	1145	2238	1254	631	545	560
339483	82	56	34	71	74	49
84734	26	16	5	40	47	10
3932	20	31	25	51	61	29
3065	719	2011	1808	400	516	403
65108	217	2393	1636	225	299	238
105378629	15	17	26	8	6	8
81629	286	119	239	151	166	124
100128071	49	15	47	29	21	31
55108	1665	1448	1145	759	956	952
728116	0	0	0	0	0	2
653121	228	171	42	87	108	100
102723870	6	7	3	9	6	2
339487	373	564	383	185	203	228
5928	1902	3170	3559	883	932	886
81493	491	773	987	233	267	232
57648	563	3715	1629	296	341	252
8565	707	3145	1215	425	474	397
64766	650	722	652	313	358	263
252995	1092	21	22	665	164	798
105378631	2	5	0	2	0	1
3208	3	36	5	2	4	1
113452	14	444	26	11	11	15
105378632	0	3	0	0	0	0
127544	297	990	556	270	290	190
204	1855	3729	2532	1406	1656	1573
105378635	0	1	0	0	0	0
113451	44	39	29	43	54	40
112268224	42	37	47	34	48	26
55223	92	177	121	66	81	70
149076	728	598	419	228	279	254
127550	0	3	0	4	1	0
1912	753	1297	1241	528	691	556
100500853	57	91	79	32	42	39
101929464	14	9	7	6	10	6
7579	98	153	176	65	72	60
114784	14	70	213	4	8	6
105378638	0	0	0	0	0	0
127540	0	0	0	0	3	0
402779	2	0	0	0	0	0
84970	0	0	0	0	0	0
105378639	0	0	1	0	0	0
105378640	1	0	23	0	0	0
105378641	116	2	378	3	0	5
693137	6	0	18	0	0	0
105378642	30	9	4	54	24	32
2709	7	2	31	36	8	20
127534	9	2	18	40	12	22
2707	24	5	43	57	24	24
2701	144	49	32	105	103	65
113444	490	828	858	376	436	350
58512	12	15	12	7	7	4
653160	48	24	17	22	29	28
100506144	217	177	119	107	141	99
9204	557	649	516	336	358	363
79830	595	891	748	240	336	288
105378644	1	1	0	0	0	0
6421	6054	8279	6986	3592	3647	2879
9202	1830	2760	1839	852	961	1013
100861513	87	94	88	35	50	50
79932	1444	2174	2171	1166	1352	1142
23154	142	336	185	78	90	81
339488	35	24	15	19	30	28
105378645	3	3	1	4	1	3
5690	1542	3500	1815	781	842	871
105378646	0	1	0	0	0	0
127703	58	225	94	34	49	33
63967	192	894	852	7	17	20
192670	1102	1190	1189	607	813	641
26523	1576	2458	2198	750	746	708
192669	1778	1865	1900	1048	1026	1085
105378647	13	13	9	8	9	11
27285	2	4	1	1	2	2
54936	141	348	234	64	77	86
1296	19	14	12	20	24	16
27095	458	753	475	246	238	237
55700	483	938	626	198	255	202
9967	3488	4232	3763	1765	1953	2111
79729	41	238	53	49	52	28
55194	56	44	43	24	42	27
83931	907	1453	1248	795	615	569
84967	161	389	188	112	140	70
127700	50	27	85	22	21	48
109616970	1	1	14	4	4	0
107984940	1	0	1	0	2	0
64960	469	1123	660	277	355	376
1441	51	44	34	129	149	138
107984941	0	0	0	0	0	0
105378648	0	0	0	0	0	0
2899	1	0	0	1	3	0
100422898	0	0	0	0	0	0
107984942	0	0	0	2	1	1
728431	52	33	37	42	33	25
80149	245	171	139	166	144	91
102465438	3	2	3	4	4	4
64769	1009	1241	771	318	333	290
100847010	17	17	12	5	9	10
105378649	31	28	27	23	21	10
79753	450	386	376	193	186	172
7802	263	44	181	237	139	183
29889	787	1808	800	311	333	268
284654	0	0	0	1	2	1
54955	232	472	286	106	104	103
55143	49	550	438	2	6	8
284656	2	40	1	0	2	0
105378650	0	0	0	0	0	0
149175	361	698	185	86	79	61
79693	192	353	214	74	84	69
127687	142	376	173	75	112	113
4520	563	910	714	339	284	246
