GeneID	GSM4075467	GSM4075468	GSM4075469	GSM4075470	GSM4075471	GSM4075473	GSM4075474	GSM4075475	GSM4075476	GSM4075477	GSM4075478	GSM4075479	GSM4075480	GSM4075481	GSM4075482	GSM4075466	GSM4075472	GSM4075483
440590	0	1	3	3	0	0	0	1	3	0	4	2	0	0	9	0	2	8
55268	379	801	783	1293	975	366	229	281	2147	543	1068	689	389	514	1836	304	1039	1167
6342	1466	1417	1290	1355	1691	1389	1427	1377	2108	775	1547	1392	1619	1541	2491	1390	2049	1183
127435	379	806	509	1975	106	111	34	150	1573	720	245	516	274	608	210	369	757	711
6512	5	14	22	70	15	36	4	5	46	435	29	32	6	9	23	7	81	29
105378724	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
1376	1097	756	601	651	1250	822	1172	1335	1189	431	1019	823	952	755	1322	1015	1656	501
54987	450	339	342	674	508	531	663	572	477	475	253	367	346	552	542	498	372	416
4116	390	242	319	180	347	564	598	448	202	311	127	278	431	576	244	382	159	228
100507564	12	7	16	5	9	28	17	21	8	11	4	13	16	33	4	7	12	15
7804	324	223	322	40	267	1052	480	541	43	209	34	414	682	535	32	382	57	723
105378728	11	7	12	3	12	26	16	14	1	8	2	11	26	12	0	12	1	28
105378726	6	9	11	1	2	20	6	7	1	5	0	12	24	5	0	9	0	28
105378732	0	0	0	0	0	0	2	2	2	2	0	1	1	0	0	0	3	0
105378731	0	1	0	0	0	1	2	3	1	1	0	0	1	0	1	1	1	0
105378730	2	0	2	3	0	0	0	2	4	2	0	0	0	0	0	1	1	0
107984957	0	7	0	16	0	0	0	3	5	3	1	2	0	1	8	1	9	1
163742	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105378733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
63948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148979	7	16	21	7	7	2	7	13	20	25	3	18	6	11	7	15	12	26
55706	811	454	734	193	829	1294	1913	1563	203	399	150	930	1405	989	211	945	190	499
54432	474	452	380	288	675	608	635	476	414	306	378	301	612	931	748	519	539	300
1733	2	1	0	2	1	0	0	1	2	1	3	3	0	0	0	1	1	2
51668	229	152	164	123	166	390	314	215	134	170	103	189	224	282	196	284	140	129
115353	413	259	292	239	348	708	739	599	175	289	155	441	467	523	297	510	241	237
388633	0	0	0	0	54	27	1	9	1	5	1	0	0	4	0	0	5	1
9528	3357	4484	3636	3154	7748	2448	3636	2750	5195	2284	6440	2634	3082	3446	9351	3616	4781	3229
127428	196	180	196	260	282	181	290	320	202	170	105	198	189	173	96	176	187	188
100616315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200008	1	0	5	1	0	0	0	5	1	1	2	1	1	1	0	0	1	2
606495	172	148	224	108	147	161	225	260	96	129	39	119	180	103	66	178	73	218
51253	2571	1018	1638	634	2133	2304	3779	3602	624	1141	430	1496	2356	2812	916	2584	647	930
23648	2055	1799	1954	1837	1494	1196	1418	2151	1438	1612	1765	1515	1704	1545	1378	1642	1810	1250
619518	9	14	19	12	4	7	5	12	40	11	19	22	8	0	2	11	21	19
105378735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26027	542	544	540	648	426	587	241	377	1063	537	937	1478	295	269	1242	558	888	446
338094	159	163	125	151	95	147	73	83	325	175	328	348	82	76	539	137	301	98
100527960	213	154	212	323	238	317	340	275	185	264	124	180	281	277	245	194	199	364
374977	12	48	36	213	45	37	9	17	95	122	71	22	7	2	138	12	141	234
7268	203	111	184	129	200	292	338	264	111	156	65	161	277	275	167	184	96	159
25973	236	111	140	65	279	293	265	285	82	140	82	119	163	166	114	229	107	135
55001	603	832	588	929	658	422	228	322	1351	587	2642	493	319	229	1174	453	3237	206
163747	2	13	5	10	4	1	1	1	15	6	25	6	0	0	8	0	28	0
1718	3458	2893	4136	1523	3551	4819	7268	6473	2604	2136	2875	8731	2965	3653	4734	3096	5245	1130
107984958	11	10	15	1	16	16	36	29	5	11	5	18	6	16	10	2	3	2
107985760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378736	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
199964	49	30	6	18	353	17	44	49	98	9	41	72	78	98	88	61	112	4
7809	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
255738	809	677	1087	17	622	2009	3068	2948	26	711	44	4086	1815	1858	137	925	223	277
23358	1131	1141	1348	1127	726	1240	1009	1609	943	979	655	1455	1394	792	559	946	691	1297
100507634	7	4	8	16	3	14	13	13	4	13	8	11	1	12	1	7	3	17
109729135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378740	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
105378739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378737	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
105378741	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
105378744	1	0	2	2	6	0	0	2	0	3	2	1	0	0	5	0	4	1
8613	535	891	688	2189	507	337	500	628	1353	542	834	431	613	570	536	599	979	1413
101929935	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5563	2	37	3	728	24	0	1	0	73	5	62	6	38	31	44	14	122	23
199920	4	4	7	1	54	0	17	15	4	1	7	0	42	20	16	4	2	0
731	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
732	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
105378745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112267900	3	1	2	4	0	1	7	3	1	3	0	24	1	3	0	1	2	1
1600	29	9	14	40	0	6	52	56	14	12	7	341	42	55	15	18	27	21
105378748	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105378747	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
101926890	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105378746	0	0	0	0	0	0	0	1	0	0	0	0	29	5	0	0	0	0
107984960	0	0	2	10	0	0	0	1	5	5	1	2	0	0	2	0	6	3
115209	275	224	271	224	472	274	535	493	191	210	130	352	448	333	186	290	172	282
4070	425	46	20	49	988	2723	77	45	37	355	14	764	315	353	21	177	45	184
114803	520	860	1068	678	934	603	776	883	613	454	505	1049	711	290	364	435	523	1248
112268263	1	0	1	1	0	5	0	0	2	7	2	1	0	0	0	1	2	2
105378751	2	6	2	3	0	2	0	2	5	3	2	3	0	3	0	2	7	7
3725	6708	10757	12477	4301	5697	4863	5077	7894	17363	3643	12460	4680	14131	14451	2754	3392	11202	12614
100131060	2	2	0	1	3	3	1	1	5	1	4	2	1	0	5	3	5	4
101926907	49	79	68	23	72	24	29	26	33	46	36	25	13	21	25	40	51	30
107984961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
105378753	32	17	11	16	43	11	26	11	24	20	13	3	5	3	38	27	20	25
101926925	3	0	5	0	1	1	2	1	0	1	2	3	1	0	0	8	3	1
729467	5	1	2	0	0	1	0	1	1	2	0	0	0	0	0	0	0	45
105378756	10	23	13	16	16	16	34	43	14	27	7	13	7	13	1	11	6	121
55277	190	142	230	39	293	128	257	253	67	84	25	68	86	102	124	142	50	213
100616409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101926944	3	3	3	2	2	2	0	2	0	4	0	1	0	1	0	0	1	2
105378758	2	3	1	0	1	0	0	1	0	0	1	2	1	0	0	0	0	0
51361	617	863	1274	161	394	904	713	1147	466	368	469	850	706	337	666	458	609	850
1573	896	749	983	134	1384	795	2134	2376	506	393	543	971	481	226	531	930	434	517
127795	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105378760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984962	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378763	0	4	0	2	76	63	1	2	3	2	3	64	47	43	6	2	9	101
101926964	19	5	8	0	30	16	1	1	4	2	2	0	3	0	0	11	0	29
105378764	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996570	8	0	0	7	2	1	2	1	1	5	1	0	0	0	0	2	0	1
4774	1408	482	679	1767	693	502	757	1073	711	451	253	512	664	442	613	899	573	557
645030	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
83941	261	294	364	265	389	334	444	346	255	217	186	366	486	484	304	304	215	289
10207	1241	1196	1413	532	1079	1178	938	1158	794	940	900	1488	1796	794	810	1056	876	1252
113219465	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107984965	3	1	4	3	0	1	2	1	8	5	0	8	0	0	0	1	0	3
100422902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54596	215	47	38	5	5370	5	5	8	30	57	2	1352	781	512	165	160	60	2289
163782	30	6	18	61	17	22	16	42	84	62	13	15	79	76	27	17	27	79
105378768	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1
7398	677	527	710	474	491	669	1266	1183	307	423	289	825	1131	810	315	961	384	622
85440	660	615	718	589	583	486	457	656	385	328	292	658	900	450	287	583	347	528
27329	1	0	5	0	0	1	2	3	1	1	2	5	1	0	1	0	1	8
84938	154	126	133	157	162	222	300	282	87	102	47	103	261	213	96	252	81	132
105378769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199899	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
100996301	0	4	0	42	1	0	1	4	6	2	13	1	2	2	9	0	16	0
27022	2	5	0	55	1	0	0	1	25	5	29	3	2	5	9	3	27	1
102464823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29929	254	157	165	80	264	327	285	300	147	92	109	274	253	264	146	266	93	159
23421	212	88	149	167	329	261	668	310	63	140	57	150	250	216	102	320	76	218
102724319	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1
84455	65	62	72	117	116	81	137	114	39	66	24	41	65	65	34	56	31	54
79469	1	4	5	3	2	4	0	4	4	0	3	0	2	0	0	0	1	4
5236	1026	1130	1009	1292	2126	1592	1431	1440	1738	633	1066	1315	487	759	1798	1155	1877	785
105378771	1	0	0	0	2	1	0	0	1	0	1	2	0	0	0	0	1	0
4919	116	81	46	526	93	98	8	24	79	88	48	32	122	51	29	68	94	124
105378772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927034	0	0	0	1	0	7	0	0	1	0	1	0	0	2	1	1	2	3
105378773	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
148581	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105378774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984966	2	1	1	1	4	2	1	1	2	2	0	0	1	0	0	1	0	2
57685	222	114	170	159	60	163	153	192	257	99	46	48	132	82	13	130	71	242
100616338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55225	1185	1172	1184	1282	1501	798	725	865	1444	699	1736	1051	947	770	2008	1114	2232	799
3716	3136	3144	2955	3331	2278	2764	1499	2735	2541	1914	2637	3329	3120	2309	1518	2927	2690	3532
101927084	1	4	5	10	1	2	1	1	9	5	1	0	1	0	0	0	2	6
100500854	0	2	4	2	3	1	1	0	0	1	2	3	2	0	1	0	1	5
406893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	77	750	1072	1023	663	1469	557	995	478	326	278	502	546	297	190	69	388	629
9829	11	217	335	171	101	244	12	33	30	15	38	8	125	21	39	7	97	63
102724416	0	2	7	2	3	1	0	0	1	2	0	0	1	5	1	0	2	2
112268227	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	3
3953	73	153	86	624	143	132	85	100	631	119	152	73	112	96	139	113	198	138
54741	1063	1459	1201	1561	1710	889	1199	1232	1276	1021	1300	1286	928	1193	1403	1265	1149	1696
5142	201	275	200	222	447	41	661	575	251	62	98	124	634	699	73	220	75	289
101927139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378776	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	3	0	0
84251	72	130	95	79	28	33	77	125	79	102	22	91	118	173	22	108	31	380
100422871	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0
200132	4	11	6	7	5	5	8	4	0	8	3	2	7	22	3	5	1	16
10022	0	7	1	7	0	0	0	0	292	3	901	0	0	0	70	0	49	0
79819	37	92	70	123	86	58	33	31	245	20	177	96	19	19	261	33	396	24
57708	729	864	686	1212	885	595	1386	1014	1026	453	976	1009	677	662	1304	864	1596	742
23169	1273	1477	1113	826	845	699	667	864	1807	475	1683	2330	797	505	1808	899	2417	641
400757	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
149233	45	53	38	12	20	11	31	28	23	15	19	19	3	4	25	22	33	12
3595	29	14	20	12	9	135	20	31	21	15	14	25	10	8	8	45	15	46
105378779	2	1	0	3	0	4	3	2	1	0	1	1	0	5	0	4	1	4
26135	5144	3646	4716	2722	5901	6226	7364	8362	2253	3293	1561	4277	6186	5887	2479	4647	1938	4441
102724481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1647	421	470	375	367	377	624	610	630	359	231	418	556	1198	1553	346	415	286	457
55970	2295	3231	2367	1996	2377	2202	2756	2056	2605	1507	4161	2151	1962	1564	3631	2649	4438	2084
105378781	0	0	2	0	0	1	1	1	1	0	0	0	0	2	0	1	1	4
100289178	39	44	24	80	23	28	21	19	76	17	91	28	16	38	74	22	53	51
9077	4	12	0	36	12	26	11	6	22	2	9	10	13	23	35	3	18	21
79971	935	957	888	2075	808	1202	722	705	1304	454	1006	839	963	1018	881	919	1036	1000
100302279	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0
105378782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6121	17	4	0	3	0	3	3	0	1	2	1	3	0	0	0	9	2	2
55635	221	106	201	20	245	481	807	494	31	170	42	329	420	348	73	326	52	83
101927220	2	0	0	0	0	0	2	7	0	0	0	1	1	1	3	2	0	0
107984967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378783	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
105378785	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105378787	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105378786	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
105378788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378789	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
105378790	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0
57554	2	8	2	53	4	1	4	5	35	6	17	6	1	3	20	1	9	6
5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378792	0	0	1	5	1	0	0	0	6	0	1	0	0	0	1	0	0	2
55631	197	140	146	246	309	340	480	353	125	101	117	262	315	322	165	321	173	214
9295	1603	2586	3011	2296	3248	2092	2917	2892	1987	1657	1484	2467	2587	1805	1522	1976	1417	3692
81573	311	364	336	346	291	287	432	505	338	261	279	489	451	381	312	331	322	372
11147	162	135	133	127	144	202	237	250	142	154	93	243	245	236	134	147	122	148
102724548	2	1	3	6	1	5	6	5	3	2	4	4	3	0	0	10	3	3
1491	85	124	136	57	245	237	391	435	162	86	119	556	165	107	107	100	114	121
105378793	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
105378794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927244	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
102724572	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5733	34	168	106	553	12	32	22	30	422	80	32	53	80	125	82	68	104	187
107985517	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	1
100132618	94	133	108	240	133	88	148	127	190	75	95	174	130	113	94	140	123	168
9406	913	1027	1223	1480	1512	1129	1468	1115	1014	851	992	1363	1229	968	1036	1043	1159	1280
406962	1	14	8	10	17	2	3	2	7	0	18	5	3	1	2	0	2	5
100852410	1	2	0	1	2	3	4	3	1	4	5	6	0	3	3	1	2	5
105378795	0	1	0	0	2	0	0	0	0	2	0	3	0	0	0	0	2	1
257194	46	132	58	1650	40	18	27	41	312	80	135	67	40	77	208	48	392	126
100852409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378797	3	0	1	6	0	0	0	0	2	1	0	0	2	1	5	1	1	1
105378796	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
105378798	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
339468	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
105378799	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
105378800	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
101927295	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
105378801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109729166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
127255	8	9	15	0	13	17	14	11	2	11	3	5	2	0	0	7	2	4
100526835	22	28	31	38	42	22	38	26	22	13	25	27	31	17	14	24	44	16
8790	235	337	362	171	431	228	388	296	203	121	230	245	238	215	258	282	267	187
51086	1	5	3	18	1	1	2	2	5	4	4	1	2	2	7	1	16	4
105378805	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
105378803	10	0	0	2	0	0	0	0	1	1	0	0	0	0	0	3	0	0
127254	0	1	0	19	0	0	0	0	1	5	5	1	0	0	0	0	1	0
101927320	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0
1429	493	358	358	359	478	826	908	534	151	302	105	542	554	600	178	576	141	368
127253	212	181	196	310	236	248	488	475	151	168	78	279	405	396	117	185	129	225
431707	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204962	133	32	36	33	135	5	263	249	1	57	179	146	113	73	239	98	12	145
34	561	408	381	672	878	545	741	612	851	277	498	245	482	499	701	560	601	642
1744	11	12	16	24	16	8	20	16	75	28	20	31	6	5	41	12	20	29
5876	670	428	543	255	651	541	1000	895	366	377	235	691	837	1174	595	628	228	767
692085	3	9	9	2	6	8	9	16	4	2	1	14	8	3	0	3	4	16
26805	0	5	10	6	11	1	9	11	6	0	3	7	3	4	0	3	1	13
26804	3	5	3	2	4	4	3	6	1	0	1	5	3	3	0	4	1	9
4438	4	4	2	9	7	1	3	7	9	4	5	20	22	3	0	6	11	1
127247	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
105378806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256435	24	55	95	71	197	19	14	14	113	21	28	34	26	31	69	30	44	102
105378807	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110806286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81849	58	81	26	104	9	29	135	162	17	64	15	64	178	264	5	78	20	233
102466995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
10026	387	425	445	427	528	503	542	536	266	254	193	369	554	477	238	496	191	400
105378808	0	1	2	3	3	3	0	0	1	4	3	2	1	0	0	1	3	0
26289	2	11	5	47	1	10	6	17	13	12	16	1	22	42	8	12	24	19
26009	512	515	697	460	525	546	912	828	261	362	106	562	578	468	259	520	242	503
23032	825	744	713	861	1027	935	938	867	868	550	688	984	936	669	728	1062	826	812
374986	244	318	348	386	398	285	255	255	274	161	296	255	347	195	184	249	236	283
374987	3	11	10	89	3	1	3	9	15	7	6	7	8	7	1	5	17	13
91624	324	470	369	2450	285	253	348	413	448	393	277	349	331	456	405	429	589	733
8880	1083	958	1061	756	1523	1974	1740	1892	714	1033	590	1783	1556	1361	644	1168	669	1692
11080	104	231	121	502	82	141	222	248	368	118	166	96	507	551	197	95	335	264
54810	568	418	528	89	526	638	572	599	455	231	429	726	34	26	594	565	354	296
107984997	3	0	1	0	0	0	8	2	0	0	0	4	0	0	0	1	1	1
149047	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
5737	20	35	30	169	6	12	41	38	54	12	25	37	66	103	12	25	27	75
10964	305	360	115	1113	158	615	223	234	257	209	133	94	139	65	111	375	1656	137
10561	320	332	132	771	279	494	248	190	272	168	109	206	214	150	119	392	994	414
64123	167	208	228	208	114	111	201	229	402	159	73	154	348	518	152	198	74	747
107984998	0	2	0	2	0	0	0	0	0	3	0	0	3	4	0	2	0	2
105378810	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0
105378812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107983999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927412	2	4	2	5	2	0	0	0	14	6	5	1	0	0	26	0	6	0
105378813	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
107985018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23266	158	344	259	867	59	106	123	199	459	182	170	250	279	419	111	150	213	837
101927434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
105378814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103283057	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	2
101927498	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985037	2	6	9	0	1	0	3	1	4	0	0	0	6	0	2	6	0	4
105378816	1	4	8	1	1	1	0	0	3	1	0	0	0	0	2	1	3	1
101927542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985043	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
101927587	0	2	2	2	2	2	0	0	1	0	1	1	0	0	1	2	2	2
101927560	0	0	3	1	3	1	0	0	2	0	0	1	0	0	3	1	2	1
107985041	0	0	1	4	6	1	0	0	0	1	2	0	1	0	0	0	1	2
79739	14	67	25	555	159	24	58	73	188	42	90	37	47	60	52	33	106	69
5567	1281	1507	898	2181	1188	163	486	657	2020	674	2009	1646	226	297	2045	1165	3179	1273
107985046	5	6	8	3	1	0	2	5	2	6	8	7	0	0	0	0	12	8
112268230	0	3	2	3	2	2	0	1	10	6	10	7	0	0	3	4	8	4
148418	155	84	88	22	92	14	103	93	166	55	145	86	7	10	300	95	103	72
391051	1	3	2	7	0	0	1	1	7	7	6	5	0	1	1	2	6	5
58511	16	6	5	6	1	1	2	4	6	14	11	7	0	0	5	21	18	2
80135	767	617	693	549	1170	862	1330	1081	427	533	379	917	996	1071	603	923	426	640
2787	2698	1856	1945	1233	3196	2779	2641	2616	1655	1794	1495	3012	2039	2927	2835	2909	2179	1506
100505741	56	35	25	40	49	41	42	42	42	36	48	62	25	42	23	53	53	31
1486	371	393	338	266	475	335	361	334	264	177	389	457	413	300	327	428	261	445
105378819	1	10	3	6	1	7	3	4	5	3	2	6	3	1	16	4	7	3
103695366	4	3	4	0	4	7	2	1	0	1	0	0	0	0	0	2	1	1
439927	63	5	13	0	21	16	25	39	0	1	0	7	0	0	0	58	2	25
117178	655	295	394	746	445	689	779	705	75	167	76	446	555	369	91	707	183	421
102724892	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1
23566	7	15	23	2	140	22	3	7	26	0	8	14	0	0	43	6	14	34
255231	306	749	936	227	149	121	443	447	283	19	917	96	278	104	617	292	430	377
55283	45	49	96	91	109	61	70	31	90	11	14	70	82	49	17	32	38	209
126820	16	12	18	4	14	16	21	23	5	3	0	11	6	4	0	22	4	11
100616481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84144	153	140	173	334	173	80	101	124	96	74	52	125	148	44	72	150	170	236
105378821	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
148423	263	407	505	329	493	358	527	449	380	230	236	369	442	496	325	288	247	749
8915	698	1150	855	531	884	596	964	963	693	275	1314	989	1059	879	1469	840	1118	669
646626	52	62	51	34	68	40	68	72	35	19	82	100	84	42	22	63	77	40
23576	3468	2822	4094	838	2109	2966	3294	3906	1564	1907	865	4052	5720	3105	1546	2955	1097	1472
107985054	2	6	1	19	2	0	2	5	1	5	3	2	4	0	0	1	6	19
3491	1804	4102	1906	3221	752	1078	1851	2497	6321	1460	1714	1093	3428	6369	1067	1285	1493	3474
107985057	3	3	11	7	5	2	4	6	5	5	2	3	5	0	2	2	4	8
112268231	1	0	3	3	1	1	0	0	2	0	0	0	1	0	0	0	0	3
54680	388	280	355	209	261	399	363	441	174	255	86	336	504	379	119	341	113	278
105378823	0	0	0	0	0	0	0	0	0	3	1	0	0	3	2	0	0	2
255631	8	9	3	158	4	27	20	59	22	29	21	31	88	99	4	13	45	167
105378824	0	1	0	0	0	0	1	0	1	0	0	0	3	4	0	2	1	1
105378825	2	3	0	1	1	0	1	0	1	0	0	1	0	3	0	0	0	2
57489	349	335	351	246	1152	379	208	240	278	156	155	255	353	303	226	330	176	413
102465842	2	0	3	1	1	1	0	1	0	0	2	6	0	0	0	1	1	2
9635	8	3	3	1	174	2	0	1	5	0	2	2	2	6	18	5	3	2
1179	348	7583	769	163	147749	16	18	40	5784	10	1203	91	1012	4620	6074	354	3251	855
105378827	2	14	0	4	0	4	0	0	35	2	12	1	1	25	72	2	5	6
105378826	0	2	0	8	1	2	0	0	0	0	2	2	0	0	2	0	5	0
22802	203	11363	1786	28470	42	60	9	6	770	10	35850	1058	14	19	39833	381	40776	4
105378828	21	384	72	780	27	24	19	16	48	14	1065	53	13	5	857	17	1171	28
9629	3	4	0	28	3	3	0	0	1	0	5	8	2	3	9	1	9	1
51100	1801	1728	1568	2122	2646	1412	1768	1877	1966	1317	1974	2155	1682	1690	2008	2081	2003	2209
105378831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9403	1927	1706	2176	958	3339	2863	4895	2864	1106	1310	1157	1919	2535	2995	1746	2621	1251	1646
9653	695	816	1058	340	559	827	697	851	353	392	232	615	888	792	337	748	288	838
