Gene,14_C5_N_S3,38_D8_N_S6,49_A11_N_S8,10_E3_S1,14_C5_S12,32_C12_S7,34_A3_T_S1,38_D8_S8,39_B7_2_S9,40_G4_T_S9,44_C14_S11,49_A11_S2,11_E4_N_S2,30_C12_N_S4,31_A8_N_S5,48_A3_N_S7,51_B3_N_S9,3_B5_S7,5_E8_S9,6_C8_2_S4,8_D4_S10,11_E4_S5,13_C1_S11,15_C13_2_S6,20_F6_S1,21_C6_S7,23_B7_S1,24_A14_S2,25_B26_S6,26_F10_S3,27_D8_S7,28_C5_S8,29_E6_S4,30_C12_S5,31_A8_S6,36_E5_S2,43_C10_S10,45_C6_S12,46_B13_S2,48_A3_S1,51_B3_S3,52_C11_S3,53_F6_2_S3,55_B9_S4,58_F9_S4,60_A6_S5,62_D7_S5,63_B10_S6
ENSG00000104142,40.6062862,3.013417004,9.691865558,190.4266615,192.6944638,659.1014538,88.9327183,61.55384653,246.5669259,199.961505,234.9838372,329.9767019,44.91381445,54.13707418,192.0850955,75.09567846,279.3553739,189.0968077,537.2425733,427.0774587,277.6185297,502.8270737,384.9480347,342.3722586,165.4267085,382.98466,655.0349033,626.7536522,190.7503242,422.5361957,124.8625224,297.5672124,428.0081907,387.0512734,316.8600076,319.0907035,212.6595888,245.6234643,173.6248381,348.855585,279.3553739,321.7264024,145.5967731,315.1977713,304.7931808,413.0151661,230.9780151,236.6808298
ENSG00000104147,182.7282879,527.3479757,1012.799951,16.63365416,23.83849037,80.36412463,158.7613712,75.75858034,56.70180177,64.31510396,83.81589099,33.20262466,126.8154761,183.595295,246.2629429,201.5726106,74.89101514,58.3195762,49.7902156,44.08541509,58.80589545,37.18656815,66.26154695,121.2290877,90.66090075,93.20423141,36.84874364,44.80490365,23.84379053,24.82400149,110.7411657,1232.778452,23.15083881,68.4893703,20.45867766,62.77194168,51.62833947,133.0013518,195.9480316,29.19093372,74.89101514,26.60895057,181.357384,34.14642522,24.28013474,71.2095114,102.392316,54.08526774
ENSG00000104154,355.3050043,9.040251012,145.3779834,79.72682513,135.581414,74.00437376,301.0537205,153.8846163,60.99739281,99.39606975,139.1942475,58.61697935,36.98784719,96.50521918,527.0026978,114.6197198,241.3154932,381.7281352,114.3330877,86.51762712,262.5751611,309.6186001,309.2205524,176.5148804,408.5627605,83.03649707,104.2431563,145.2296877,1090.853417,281.5147404,189.5234714,1833.226577,106.1550658,46.04327415,125.2470266,589.0100528,468.3427938,291.7449008,355.9309182,100.0148385,241.3154932,67.73187419,183.9117133,313.8844472,204.5730502,217.1890098,213.1188902,119.496083
ENSG00000104164,50.75785775,0,43.61339501,184.6909186,58.60295549,49.72168862,97.49660969,74.18027659,26.63266447,160.2030771,82.31917865,53.69807199,52.8397817,96.50521918,44.32732972,55.33365782,19.01994035,72.45765528,89.13063287,54.00463349,81.37094835,140.6622361,141.9890292,80.5973605,145.4106655,44.06018212,36.84874364,91.66980287,5.960947632,75.52834497,181.3479491,0,24.84480263,157.698214,101.7943962,27.20117473,47.94060094,52.55698581,79.37135457,62.68872652,19.01994035,50.79890564,66.41256315,44.6530176,87.82176396,67.64903583,133.3481324,104.2412639
ENSG00000104177,527.8817206,99.44276113,276.2181684,106.1112421,208.5867907,53.76880281,504.6108312,455.3406339,143.4727408,92.96455935,419.8278111,106.986235,414.7922864,423.6814501,197.0103543,387.3356047,268.6566575,173.1914687,103.8832893,277.7381151,90.9440011,191.5916664,395.0450323,442.9524358,413.2724177,192.3396412,141.0919,263.1644341,178.828429,133.0989016,145.6729427,233.8028098,153.021398,219.8566341,127.7419873,84.74212127,199.1378808,264.9301121,524.5950466,224.4352117,268.6566575,275.1607389,608.5689681,123.4524604,307.3761739,464.6420619,373.8510142,481.9136036
ENSG00000104205,0,0,0,8.030039941,6.952893025,0.57815917,5.27008701,0,2.577354626,0,1.496712339,3.689180518,0,7.061357501,0,0,3.566238816,3.53451977,1.844082059,11.02135377,3.41894741,1.616807311,4.417436463,3.99656333,2.943535739,2.541933584,7.272778349,7.724983388,11.92189526,2.640851223,2.972917199,0,1.12930921,4.892097879,7.48488207,5.23099514,3.687738534,1.072591547,6.200887076,5.263938868,3.566238816,6.047488767,3.19291169,2.626648094,7.748979173,1.780237785,8.334258277,6.240607816
ENSG00000104213,74.44485803,87.38909311,121.1483195,30.9730112,28.30820731,42.20561941,13.17521753,7.891518786,15.46412776,57.2989108,15.71547956,76.24306404,118.8895088,47.07571668,19.70103543,67.1908702,27.34116426,21.20711862,19.05551461,22.59377523,28.71915824,84.88238383,45.43648934,35.30297608,52.39493615,42.36555973,69.81867215,19.05495902,65.57042395,33.27472541,15.60781529,10.62740044,40.65513157,53.23753574,95.30749836,33.4783689,31.96040062,70.79104211,69.44993525,102.8860779,27.34116426,29.63269496,24.90471118,53.84628593,44.42748059,12.46166449,42.86189971,63.56174628
ENSG00000104218,1624.251448,717.1932469,2015.908036,593.0758071,614.3377622,304.1117234,768.7739426,660.5201224,656.3663114,612.7475359,821.6950742,571.0031624,1083.215525,1395.794999,1645.036459,1245.007301,876.1060025,1074.49401,545.2335955,790.2310655,581.2210597,861.7582968,757.2748223,1081.736475,813.5932782,604.1328818,455.2759247,568.0437785,1770.401447,533.451947,1325.921071,1891.677279,545.4563486,758.8507122,660.6655907,585.8714557,883.8280019,740.0881675,904.0893357,549.8423418,876.1060025,689.4137194,945.1018602,719.7015777,770.7651284,514.4887198,706.0307369,938.4025087
ENSG00000104219,219.9507169,54.24150607,155.0698489,26.95799123,131.111697,75.1606921,142.9511102,111.2704149,164.9506961,141.4932287,355.4691805,55.33770777,398.9403519,195.3642242,73.87888287,328.0495428,223.4842991,139.6135309,233.5837275,213.2631955,142.2282122,153.5966946,91.50404103,107.9072099,214.2894018,92.35692021,214.7893872,125.6597298,0,293.662656,156.8213822,0,193.111875,128.9211676,147.7016729,102.5275047,245.8492356,274.5834361,486.1495467,175.1456023,223.4842991,266.6942546,148.1511024,42.0263695,328.0401183,113.9352182,165.4945572,401.9413701
ENSG00000104221,37.22242902,81.36225911,14.53779834,85.46256794,45.19380466,87.30203467,162.0551756,72.60197283,24.05530984,8.185558685,72.59054845,127.8915913,21.13591268,89.44386168,167.4588012,19.76202065,59.4373136,74.22491517,69.46042423,89.82403325,66.32757975,57.39665954,60.58198578,31.30641275,38.2659646,90.66229782,108.1219715,77.24983388,59.60947632,66.02128057,45.33698728,207.2343087,65.4999342,66.76274752,79.83874208,46.03275723,106.9444175,27.88738023,47.12674178,52.63938868,59.4373136,58.05589216,80.46137458,26.26648094,78.52298896,81.8909381,90.48623273,49.92486253
ENSG00000104228,3.383857183,21.09391903,53.30526057,7.456465659,50.16015682,285.61063,52.04210923,29.19861951,58.42003819,168.3886358,32.17931529,93.86914874,150.5933779,23.53785834,59.1031063,47.42884956,87.96722413,49.48327678,156.746975,163.6671035,119.6631593,77.60675093,106.0184751,58.61626218,87.12865787,73.71607393,192.9710522,205.999557,101.3361097,115.1411133,0,207.2343087,118.5774671,178.1299169,127.7419873,107.7584999,133.9878334,109.4043378,68.20975783,112.9354157,87.96722413,116.7165332,111.7519091,72.23282258,95.05414453,135.2980717,50.00554966,111.4064062
ENSG00000104231,504.1947203,506.2540567,436.1339501,189.2795129,160.4131748,132.3984499,169.9603061,118.3727818,133.1633223,58.46827632,284.3753444,62.71606881,404.22433,242.4399409,379.2449321,403.1452212,142.6495526,104.2683332,170.2702435,146.0329375,207.188213,194.825281,86.45554221,108.5733038,159.539637,116.0816337,102.3037488,116.9047486,572.2509727,144.718647,112.2276243,632.3303264,165.4437993,113.0937921,154.6875628,237.4871794,140.1340643,168.3968729,240.5944185,127.7701525,142.6495526,157.2347079,167.3085725,254.7848651,157.0459779,178.0237785,189.3067237,192.0720406
ENSG00000104237,0,0,0,16.63365416,3.476446512,22.54820763,30.30300031,0,17.18236417,16.37111737,22.45068509,28.28371731,0,2.353785834,0,0,2.377492544,56.55231632,17.21143255,1.102135377,2.051368446,32.33614622,3.786374112,194.4994154,27.66923594,112.6923889,20.84863127,7.209984496,0,13.20425611,65.40417838,0,4.517236841,2.877704635,6.985889932,0,0,0,141.3802253,10.04933784,2.377492544,29.02794608,34.48344625,43.33969355,22.73033891,108.5945049,0,7.858543176
ENSG00000104267,0,0,242.2966389,57.93100243,212.0632372,465.996291,88.9327183,69.44536531,44.67414685,35.66564856,202.0561658,47.54943779,68.69171621,141.22715,295.5155315,166.0009734,165.2357318,296.8996607,595.0238111,256.7975429,858.1557999,112.3681081,70.67898342,39.29953942,330.853417,31.3505142,63.03074569,91.66980287,190.7503242,94.54247378,269.7922358,26.56850111,584.9821709,296.9791183,165.6653898,70.09533488,266.7464206,38.6132957,228.1926444,68.43120529,165.2357318,164.4916945,148.7896847,115.5725161,219.5544099,65.86879804,77.38954115,172.8879499
ENSG00000104290,20.3031431,117.5232632,9.691865558,51.04811105,42.21399336,34.11139103,48.08954397,20.51794884,90.20741191,15.78643461,101.7764391,18.03599364,63.40773804,68.25978918,44.32732972,83.00048672,90.34471667,68.92313551,53.47837972,40.22794127,105.9873697,65.4806961,34.077367,90.58876882,54.16105759,50.83867168,61.09133813,55.6198804,17.8828429,75.00017473,0,79.70550333,18.06894736,39.42455349,70.8568836,39.75556306,47.94060094,46.12143653,44.64638695,83.2659421,90.34471667,77.40785622,106.6432504,86.6793871,67.67441811,51.62689576,17.85912488,90.37324653
ENSG00000104299,104.8995727,144.6440162,58.15119335,45.88594252,45.19380466,143.3834742,111.3305881,53.66232774,75.60240236,39.17374514,65.85534292,53.28816304,23.77790177,94.15143335,24.62629429,67.1908702,108.1759108,91.89751402,97.12165512,47.94288891,122.3983173,60.63027416,30.92205524,28.6420372,47.68527897,136.4171023,104.2431563,83.94481949,0,98.23966549,86.95782807,0,84.13353617,115.3959558,125.2470266,118.2204902,95.88120187,41.83107034,145.1007576,90.44404055,108.1759108,88.89808487,62.58106912,110.3192199,88.85496119,23.1430912,57.14919962,96.61385434
ENSG00000104312,64.29328648,9.040251012,203.5291767,259.2555752,210.0766964,132.3984499,213.4385239,106.5355036,125.4312585,283.5711402,146.6778092,121.7429571,145.3093997,82.38250418,241.337684,158.0961652,136.7058213,194.3985873,139.5355425,119.5816884,201.7178972,159.2555201,280.1916843,171.8522232,213.7006946,182.1719068,137.6979367,140.0796988,178.828429,181.6905641,92.16043317,180.6658076,147.3748519,129.2089381,213.5686351,280.3813395,79.90100156,228.4619995,99.21419321,148.3473681,136.7058213,168.7249366,197.9605248,236.3983285,174.0937321,199.3866319,100.0110993,174.7370189
ENSG00000104313,0,18.08050202,0,5.735742815,13.40915083,15.61029759,22.39786979,0,6.872945669,18.70984842,18.70890424,6.558543144,0,9.415143335,0,0,14.26495526,5.301779655,4.917552158,12.12348915,6.83789482,13.74286214,3.786374112,0,17.07250728,4.236555973,10.66674158,1.544996678,727.2356111,11.61974538,0,0,14.11636513,6.906491123,9.97984276,23.01637862,8.604723245,18.2340563,17.36248381,9.092258045,14.26495526,13.30447529,0,61.72623021,9.298775008,39.16523127,73.81771617,5.316073325
ENSG00000104320,291.0117178,301.3417004,397.3664879,603.4001441,467.8303735,155.5248167,621.8702672,207.5469441,306.7052005,514.5208316,814.9598686,202.9049285,446.4961554,381.3133051,344.7681201,316.1923304,274.6003888,530.1779655,408.7715231,411.6475634,569.5966385,396.9261949,384.9480347,388.9988308,546.3202331,403.3201286,259.3957611,355.3492359,357.6568579,332.2190838,459.3157072,100.9603042,216.8273684,292.6625613,474.0425311,626.6732178,256.9124512,430.1092104,597.7655141,436.4283862,274.6003888,615.6343565,482.1296652,468.8566848,623.5345241,405.894215,558.3953046,781.6939124
ENSG00000104321,494.0431488,307.3685344,2733.106087,124.4656191,141.0444014,41.62746024,747.6935946,211.4927035,198.4563062,375.9510168,388.396852,93.86914874,642.0033477,1000.358979,2487.255723,1604.676077,544.4457926,475.3929091,79.91022257,139.4201252,146.3309491,302.3429672,254.9491902,324.3877236,220.7651804,289.7804286,149.3343821,125.6597298,929.9078306,172.71167,444.4511212,4330.665681,76.2283717,119.1369719,162.671437,256.3187619,522.4296256,538.4409567,503.5120306,188.0661796,544.4457926,116.1117843,540.2406579,306.0045029,165.3115557,256.354241,589.351121,259.5630584
ENSG00000104324,142.1220017,75.3354251,174.45358,300.5529235,283.0820731,168.8224776,202.239589,220.1733741,176.978351,471.8389899,210.2880836,350.8820582,332.8906247,138.8733642,108.3556949,237.1442478,254.3917022,303.9687002,186.866982,405.0347512,326.8513724,225.5446199,557.8591191,247.1208326,407.3853462,318.5890092,288.0020226,280.1593976,89.41421448,306.3387418,296.5484906,47.823302,312.2539967,575.5409269,436.6181208,274.1041453,410.5682234,212.3731263,228.1926444,366.0830213,254.3917022,262.4610125,157.0912551,186.4920147,298.0773989,290.1787589,290.5084314,418.1207237
ENSG00000104325,108.2834299,168.7513522,111.4564539,528.2619133,250.3041489,237.0452597,277.9970898,333.8112446,121.1356674,253.7523192,394.3837013,234.0580084,361.9525047,223.6096542,221.6366486,197.6202065,209.2193439,432.9786718,261.8596524,569.2529224,408.9061102,587.7094576,830.4780551,489.579008,589.2958549,233.0105785,314.6688766,522.7238759,0,379.2262356,934.9824591,53.13700222,246.1894078,705.6131764,334.8237246,167.3918445,269.2049129,358.2455767,417.9397889,282.3385393,209.2193439,376.1538013,448.9233836,290.2446144,425.6772559,341.8056547,264.3150482,592.6266089
ENSG00000104327,115.0511442,27.12075304,62.99712612,1.147148563,6.456257809,0,33.59680469,8.680670664,44.67414685,0,0,2.049544732,0,30.59921584,113.2809537,71.14327433,17.83119408,10.60355931,0.61469402,4.408541509,0.683789482,0.808403656,2.524249408,5.328751107,34.14501457,4.236555973,7.757630239,2.05999557,0,3.169021467,5.202605098,111.5877047,1.12930921,4.892097879,1.995968552,5.23099514,18.43869267,4.290366189,7.441064491,2.392699486,17.83119408,3.023744383,15.96455845,0,9.298775008,10.68142671,7.143649952,14.09915099
ENSG00000104331,71.06100085,545.4284777,53.30526057,359.6310745,363.5369781,674.7117514,235.1776328,160.9869832,337.633456,881.1169242,337.5086325,370.1477787,293.2607885,233.0247975,211.7861309,288.5255015,223.4842991,229.743785,591.335647,297.0254842,458.1389529,274.0488392,393.7829076,460.9369708,483.3285683,397.3889503,473.7002965,439.8090542,202.6722195,407.2192586,344.8583951,441.0371184,395.2582236,423.0225813,489.0122953,250.0415677,308.5407906,346.4470697,404.2978373,455.0914422,223.4842991,395.5057654,341.0029685,630.3955425,484.052899,688.9520227,461.9560302,410.7244478
ENSG00000104332,0,156.6976842,9.691865558,41.87092255,67.04575417,80.9422838,15.81026103,20.51794884,24.05530984,1006.239036,82.31917865,170.1122128,10.56795634,94.15143335,24.62629429,39.5240413,45.17235834,49.48327678,39.95511128,76.04734103,23.93263187,73.56473265,80.14491869,34.6368822,44.15303608,105.9138993,116.8493055,79.30982945,172.8674813,48.5916625,89.18751597,0,29.92669407,87.76999136,195.6049181,54.40234946,61.46230889,142.6546758,42.16603212,340.7204067,45.17235834,68.94137194,42.78501664,0,52.69305838,28.48380456,129.7763075,71.18915583
ENSG00000104341,57.52557212,0,0,13.76578276,122.1722631,142.2271558,54.01839185,22.0962526,82.47534803,35.66564856,55.37835655,35.66207834,92.46961798,65.90600335,54.17784744,59.28606195,90.34471667,47.71601689,113.1036996,41.88114434,97.09810644,78.41515459,62.47517284,87.25829938,63.58037196,154.2106374,70.30352404,55.1048815,262.2816958,122.0073265,75.06615927,10.62740044,193.6765296,88.34553228,138.7198144,93.11171349,86.04723245,66.50067592,66.96958042,159.8323256,90.34471667,125.7877664,91.95585667,118.1991642,115.718089,122.8364072,61.91163292,182.8266957
ENSG00000104343,0,0,4.845932779,1.720722844,6.456257809,3.46895502,1.317521753,1.578303757,9.450300295,0,2.245068509,1.639635786,0,0,24.62629429,0,2.377492544,1.767259885,3.073470099,2.755338443,6.154105338,15.35966946,4.417436463,4.662657219,1.766121443,5.931178362,4.363667009,4.11999114,0,2.640851223,5.202605098,0,2.258618421,0.86331139,10.4788349,3.138597084,1.229246178,8.580732377,12.40177415,9.092258045,2.377492544,6.047488767,0.638582338,1.313324047,9.298775008,0,10.71547493,8.089676799
ENSG00000104356,33.83857183,6.026834008,0,52.19525962,37.2476412,53.19064364,24.37415242,63.13215029,68.72945669,74.83939369,36.66945231,116.8240497,158.5193451,44.72193084,4.925258858,71.14327433,41.60611952,45.94875701,126.6269681,57.86210731,78.63579042,42.84539374,102.232101,87.25829938,78.29805065,94.0515426,92.60671098,72.61484385,101.3361097,53.3451947,51.28282168,58.45070244,84.69819077,75.39586143,68.36192291,93.11171349,61.46230889,54.7021689,57.0481611,120.1135142,41.60611952,59.87013879,70.88263951,48.59298974,74.39020006,64.08856026,53.57737464,56.39660397
ENSG00000104361,54.14171493,156.6976842,24.22966389,28.67871407,70.02556546,75.1606921,75.0987399,38.66844205,58.42003819,33.91160027,89.05438418,59.02688829,192.8652032,70.61357501,113.2809537,102.7625074,87.96722413,137.846271,63.92817806,101.3964547,101.8846328,118.8353374,85.82447986,85.9261116,85.36253642,105.9138993,94.06126665,115.3597519,0,133.6270719,59.45834398,85.01920355,106.7197204,151.0794933,141.7137672,83.69592224,49.16984711,122.2754364,105.4150803,115.8066551,87.96722413,99.17881578,58.74957509,173.3587742,78.00639034,113.9352182,140.4917824,143.0717125
ENSG00000104365,152.2735733,403.7978785,4.845932779,989.4156356,647.1156865,962.0568589,316.2052206,572.9242638,648.6342475,194.1146774,558.2737025,935.0023069,718.6210312,195.3642242,236.4124252,260.8586726,678.7741213,759.9217505,1105.219848,1221.165998,1190.477488,529.5043944,944.7003408,767.3401594,693.4970201,898.1498663,974.5522988,1879.230959,304.0083292,1150.354793,1508.012249,79.70550333,2007.911776,849.4984082,1048.382482,914.3779505,703.1288137,843.056956,833.399223,874.7709319,678.7741213,899.2615796,714.5736362,324.3910396,1039.396406,1554.147586,561.9671296,804.5761411
ENSG00000104368,135.3542873,241.0733603,92.0727228,4776.726616,1803.779105,400.0861456,254.2816982,262.7875756,273.1995903,755.9948129,187.8373986,2721.385496,126.8154761,251.8550842,384.1701909,197.6202065,456.4785685,690.998615,464.0939849,831.0100745,394.5465311,4143.877138,1006.544451,1211.624783,1006.100516,793.9305894,998.7948933,4658.679982,327.8521197,1406.517361,12132.47509,1285.915454,1862.795542,1169.786934,2842.259218,1333.903761,462.1965629,1023.252336,553.1191272,1055.659013,456.4785685,604.1441278,718.4051302,1782.180732,942.2758675,11539.50132,581.0168628,830.2319732
ENSG00000104369,101.5157155,542.4150607,48.45932779,32.69373405,50.65679204,123.7260624,50.72458747,109.6921111,147.7683319,2.923413816,97.28630204,98.37814715,517.8298607,75.32114668,93.5799183,280.6206932,77.26850768,127.2427117,105.7273714,49.04502429,125.8172647,53.35464127,140.7269045,137.215341,118.9188438,318.5890092,35.87903986,46.34990033,1007.40015,171.6553295,94.39012107,116.9014049,177.8662006,84.60451626,70.35789146,74.28013099,89.73497098,70.79104211,430.3415631,66.9955856,77.26850768,249.7612861,20.43463481,60.41290616,123.4670682,186.9249674,96.43927435,81.59016886
ENSG00000104371,0,0,14.53779834,0.573574281,7.449528241,2.89079585,0,9.469822543,5.154709252,37.41969685,20.95397275,4.099089465,0,14.122715,0,0,21.3974329,12.37081919,4.302858138,0,28.03536876,0,0,0,12.95155725,0,2.42425945,1.029997785,41.72663342,7.394383424,46.82344588,0,29.36203947,17.55399827,11.47681917,9.415791252,14.75095413,2.145183094,0,1.914159588,21.3974329,6.652237644,0,0,3.616190281,3.56047557,30.95581646,0.462267246
ENSG00000104375,142.1220017,39.17442105,82.38085724,282.7721208,374.4629529,248.0302839,233.8601111,284.0946763,211.3430793,360.7492649,265.6664402,335.3055182,158.5193451,308.3459442,113.2809537,150.1913569,281.7328665,422.3751125,417.9919334,284.901995,319.3296881,250.6051332,240.4347561,394.3275819,315.5470312,310.1158972,311.2749133,275.0094086,29.80473816,252.9935471,292.8323441,217.8617091,413.8918256,332.3748853,495.9981852,435.2187957,183.1576805,311.0515487,431.5817405,510.6020702,281.7328665,361.0350794,528.7461758,612.0090059,362.1356267,427.2570684,264.3150482,480.9890691
ENSG00000104381,385.7597189,189.8452712,155.0698489,24.6636941,67.04575417,45.09641526,65.21732675,86.80670664,129.7268495,18.70984842,29.93424678,59.02688829,396.2983628,91.79764752,295.5155315,205.5250147,84.40098531,74.22491517,27.66123089,77.7005441,30.08673721,63.05548513,95.92147749,130.5544021,52.9836433,139.8063471,67.3944127,65.40485935,673.5870824,110.3875811,2.972917199,1742.893673,31.62065789,54.67638806,57.38409587,77.41872807,62.69155507,45.04884498,137.6596931,53.11792858,84.40098531,70.1508697,21.71179949,81.42609091,56.30924866,23.1430912,29.76520813,114.6422769
ENSG00000104388,355.3050043,117.5232632,203.5291767,593.0758071,510.0443669,295.4393359,297.1011552,134.9449712,371.1390661,760.672275,319.5480844,264.8011794,237.7790177,348.3603034,354.6186378,343.8591593,223.4842991,303.9687002,525.5633869,287.6573335,514.8934799,514.1447249,557.8591191,387.0005492,417.9820749,406.7093734,274.4261697,273.9794108,95.37516211,450.0010484,348.5745416,53.13700222,345.5686184,415.5405492,561.8651474,302.3515191,360.1691301,534.1505905,298.8827571,497.2029531,223.4842991,342.8926131,199.8762718,382.1772977,456.6731726,477.1037263,575.0638211,558.8811
ENSG00000104408,1360.310588,735.273749,1439.242035,2121.077693,1653.298634,504.1547962,1467.060471,499.5331391,682.9989759,1282.2093,2379.024263,667.3317649,1225.882936,1593.513009,753.5646053,1470.294336,833.3111367,1318.375874,1054.200244,1094.971497,1982.989498,1522.224083,1128.970548,1302.213552,2246.506476,1517.53435,970.1886318,1069.6527,77.49231921,1502.644346,1114.84395,292.2535122,639.189013,1450.650906,1278.417858,970.872698,902.2666945,1253.859519,3221.980925,1128.875617,833.3111367,2131.73979,1696.07469,1669.234864,2577.310473,1532.784733,1712.094772,2324.048578
ENSG00000104412,247.0215744,42.18783806,203.5291767,286.2135665,213.0565077,86.7238755,193.6756976,67.86706156,108.2488943,101.7348008,146.6778092,81.98178929,227.2110613,185.9490809,167.4588012,169.9533776,123.6296123,194.3985873,212.0694368,128.9498391,178.4690548,287.7917014,191.2118926,263.1070859,249.0231235,132.1805464,101.8188969,159.1346578,77.49231921,211.7962681,247.4953568,5.313700222,119.1421217,214.9645362,208.5787137,189.3620241,133.9878334,107.2591547,257.9569024,170.3602034,123.6296123,212.8716046,254.1557705,229.8317082,192.6912821,197.6063941,208.3564569,359.4127835
ENSG00000104413,240.25386,421.8783806,431.2880173,436.4900282,444.4885184,662.5704088,274.0445245,205.9686403,476.8106058,0,529.836168,232.4183726,586.5215769,204.7793675,157.6082835,521.7173451,291.2428366,524.8761858,1058.503102,379.1345698,740.544009,907.0289015,291.5508066,674.0870151,478.6189111,393.1523943,236.6077223,285.8243854,256.3207482,561.9731402,325.5344333,95.646604,896.1068584,460.4327415,339.813646,718.7387322,373.6908381,381.8425908,559.3200142,395.7524949,291.2428366,531.5742626,446.3690542,899.6269722,504.2002449,881.2177035,459.5748136,450.7105645
ENSG00000104415,0,48.21467206,29.07559667,365.3668173,84.42798673,200.0430728,19.76282629,41.03589769,98.79859399,177.74356,72.59054845,401.7107675,0,63.55221751,14.77577657,0,52.30483597,91.89751402,178.8759598,81.00695023,78.63579042,359.7396267,118.0086598,109.9054916,219.5877661,207.5912427,487.7610013,186.4295991,0,173.2398402,45.33698728,5.313700222,229.2497697,179.5687692,141.7137672,224.932791,142.5925566,126.5658026,1.240177415,381.396298,52.30483597,108.2500489,227.9738947,157.5988856,110.0355043,291.9589967,47.62433301,174.9681525
ENSG00000104419,118.4350014,147.6574332,116.3023867,1767.755936,1472.523416,1506.682797,436.0997001,353.5400416,632.3110016,1641.204516,353.224112,1057.565082,118.8895088,531.9555984,251.1882018,181.81059,380.398807,938.4149989,1733.437136,742.2881766,1168.596225,467.2573129,821.0121198,1520.026253,1287.502532,1000.674521,1013.34045,1102.612629,107.2970574,2943.492773,643.6365736,361.3316151,1169.399687,1356.837735,1443.085263,528.3305091,725.2552449,1227.04473,515.9138047,994.8844461,380.398807,648.8955447,921.4743137,3602.447861,888.5496119,2851.940931,669.1218788,727.1463774
ENSG00000104427,60.9094293,289.2880324,208.3751095,171.4987102,176.8021369,80.9422838,187.0880889,117.5836299,66.15210207,46.77462106,115.9952063,137.3194971,140.0254215,174.1801517,132.9819892,27.66682891,172.3682094,197.9331071,156.746975,187.3630141,125.8172647,227.1614272,206.3573891,227.8041098,183.6766301,205.0493091,144.4858632,152.4396722,83.45326685,203.8737144,144.9297134,403.8412169,151.8920888,226.7631252,214.5666193,161.1146503,79.90100156,190.9212954,145.1007576,188.5447195,172.3682094,119.1355287,125.8007206,161.5388578,193.2078807,190.485443,230.9780151,239.4544332
ENSG00000104432,247.0215744,120.5366802,184.1454456,18.35437701,47.18034552,45.09641526,103.4254576,74.18027659,40.37855581,167.2192703,32.92767146,16.80626681,44.91381445,211.840725,231.4871663,122.524528,93.91095549,106.0355931,43.6432754,41.88114434,63.59242182,60.63027416,64.99942225,43.29610275,31.20147883,91.50960902,35.87903986,47.89489701,274.2035911,42.25361957,69.12032488,956.46604,102.7671381,25.61157125,49.8992138,101.4813057,153.6557722,72.9362252,47.12674178,37.32611197,93.91095549,38.09917923,103.4503388,82.73941496,44.9440792,81.8909381,113.1077909,51.08053064
ENSG00000104435,0,0,0,21.22224842,73.99864719,50.29984779,102.7666967,11.0481263,1.718236417,0,1.496712339,21.72517416,0,18.83028667,0,31.61923304,19.01994035,47.71601689,16.59673853,54.00463349,47.18147425,8.084036555,71.94110812,128.5561205,78.29805065,67.78489557,87.27334019,16.99496345,29.80473816,90.31711182,68.37709558,31.88220133,37.26720394,141.583068,76.84478926,1.046199028,33.1896468,17.16146475,3.720532245,115.8066551,19.01994035,26.60895057,44.06218132,17.07321261,90.40475702,131.7375961,33.33703311,58.47680658
ENSG00000104442,13.53542873,0,130.840185,115.8620049,113.7294645,108.1157648,58.62971799,101.8005923,133.1633223,63.73042119,31.43095912,62.71606881,92.46961798,47.07571668,19.70103543,83.00048672,90.34471667,83.06121459,134.6179903,61.71958113,119.6631593,41.22858643,19.56293291,37.30125775,48.27398612,57.61716123,97.45522988,84.45981838,5.960947632,80.28187717,96.61980897,0,103.3317927,113.9571035,134.7278773,52.3099514,104.4859251,127.6383941,93.01330614,144.040509,90.34471667,83.45534498,242.0227061,170.7321261,75.9399959,97.91307817,107.1547493,114.4111433
ENSG00000104447,219.9507169,355.5832065,281.0641012,1472.365181,1376.672819,2819.682272,1179.840729,1349.449712,864.2729179,1541.808447,880.0668554,1495.347837,348.7425592,710.8433218,325.0670846,169.9533776,1169.726332,2619.07915,732.1005775,1681.307518,873.1991685,1513.331643,3042.351599,1625.935182,1926.249787,1677.676165,2232.742953,2207.285253,89.41421448,2196.660047,1789.696154,924.5838386,1579.903585,2625.329938,2063.831483,2074.612673,1304.230195,1871.67225,1029.347255,2012.738807,1169.726332,1385.479676,2402.346755,1037.525997,1579.758554,1901.293954,1543.02839,1678.723503
ENSG00000104450,8838.634963,4682.850024,14203.42897,1813.068304,900.3996467,573.5338966,1771.407996,1390.48561,766.3334421,1806.669738,1593.250285,480.8231942,5833.5119,6623.553336,10441.54878,4086.78587,1378.945676,1268.892597,1103.375765,1555.113017,746.6981143,1316.889555,1626.878743,1206.296032,1909.17728,921.8745798,341.8205824,734.3884208,18771.02409,661.7973164,1023.426746,20085.78684,732.9216775,767.7715965,562.3641396,1860.141872,1320.210395,2085.117968,1462.169172,300.0445155,1378.945676,844.8341807,2554.329352,1516.889274,1002.201306,968.449355,2129.998294,1030.855958
