Gene_ID,Gene_Symbol,Gene_Description,Gene_Biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,entrezid,uniprot,summary,chr,start,end,width,strand,ncbi_alias,ensembl_alias,gc_content,hgnc_id,omim,ccds,reactome,ucsc,mirbase_id,cell_marker
ENSG00000036549,ZZZ3,zinc finger ZZ-type containing 3,protein_coding,435.812627847868,-0.268813871516343,0.198131095181397,-1.35674751744664,0.174861448546786,0.293120063312131,26009,Q8IYH5; C9JUA4; C9J283,"Predicted to enable DNA binding activity and zinc ion binding activity. Predicted to be involved in histone H4 acetylation. Located in nucleolus and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",1,77562416,77683419,121004,-1,ATAC1,ATAC1; DKFZP564I052,37.17,HGNC:24523,619892,CCDS677; CCDS76172,R-HSA-74160; R-HSA-3247509; R-HSA-4839726; R-HSA-3214847; R-HSA-212165; R-HSA-9772755,uc057hto.1; uc001dhq.5; uc057htp.1; uc001dhr.4; uc057htq.1; uc057htr.1; uc057htt.1; uc057htu.1; uc057htv.1; uc057htw.1; uc057hty.1,,
ENSG00000036672,USP2,ubiquitin specific peptidase 2,protein_coding,103.834056049821,0.0228818737025217,0.368282486879735,0.0621313109303346,0.950458262641364,0.970571004385673,9099,O75604; E9PSH6; E9PJ34,"This gene encodes a member of the family of de-ubiquitinating enzymes, which belongs to the peptidase C19 superfamily. The encoded protein is a ubiquitin-specific protease which is required for TNF-alpha (tumor necrosis factor alpha) -induced NF-kB (nuclear factor kB) signaling. This protein deubiquitinates polyubiquitinated target proteins such as fatty acid synthase, murine double minute 2 (MDM2), MDM4/MDMX and cyclin D1. MDM2 and MDM4 are negative regulators of the p53 tumor suppressor and cyclin D1 is required for cell cycle G1/S transition. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]",11,119355215,119381711,26497,-1,UBP41; USP9,UBP41,54.63,HGNC:12618,604725,CCDS8422; CCDS58189; CCDS8423,R-HSA-392499; R-HSA-597592; R-HSA-212436; R-HSA-73857; R-HSA-74160; R-HSA-162582; R-HSA-5688426; R-HSA-5689880; R-HSA-73887; R-HSA-3700989; R-HSA-5357905; R-HSA-75893; R-HSA-5633007; R-HSA-5357786; R-HSA-5357956; R-HSA-6804757; R-HSA-6806003,uc001pwm.6; uc001pwn.5; uc001pwl.5; uc058ija.1; uc058ijb.1; uc058ijd.1; uc058ije.1,,Lung|T|SLC16A7+ cell; Esophagus|T|Ciliated epithelial cell; Fetal gonad|T|Oogenesis phase fetal germ cell; Fetal gonad|T|Mitotic arrest phase fetal germ cell; Fetal gonad|T|Sertoli cell; Umbilical cord blood|T|Lymphoid-primed multipotent progenitor cell; Lung|N|SLC16A7+ cell; Esophagus|N|Ciliated epithelial cell; Fetal gonad|N|Oogenesis phase fetal germ cell; Fetal gonad|N|Mitotic arrest phase fetal germ cell; Fetal gonad|N|Sertoli cell; Umbilical cord blood|N|Lymphoid-primed multipotent progenitor cell
ENSG00000036828,CASR,calcium sensing receptor,protein_coding,335.010578331346,-0.46669912254965,0.584369851471346,-0.798636550764176,0.424501187358844,0.565290984988511,846,P41180; Q2F3K5; Q86UN7; A0A1X7SBX3; B6VB31; Q2F3K1; Q2F3K4; Q2F3K6; Q2F3K3; Q2F3K2,"The protein encoded by this gene is a plasma membrane G protein-coupled receptor that senses small changes in circulating calcium concentration. The encoded protein couples this information to intracellular signaling pathways that modify parathyroid hormone secretion or renal cation handling, and thus this protein plays an essential role in maintaining mineral ion homeostasis. Mutations in this gene are a cause of familial hypocalciuric hypercalcemia, neonatal severe hyperparathyroidism, and autosomal dominant hypocalcemia. [provided by RefSeq, Aug 2017]",3,122183668,122291629,107962,1,CAR; EIG8; FHH; FIH; GPRC2A; HHC; HHC1; HYPOC1; NSHPT; PCAR1; hCasR,FHH; GPRC2A; HHC; HHC1; NSHPT,41.14,HGNC:1514,601199,CCDS3010; CCDS54632,R-HSA-162582; R-HSA-372790; R-HSA-500792; R-HSA-388396; R-HSA-418594; R-HSA-416476; R-HSA-420499,uc003eev.7; uc285unf.1; uc003eew.6; uc285ung.1; uc285unh.1; uc062mzp.2,,Pancreatic islet|T|Beta cell; Undefined|N|Hematopoietic progenitor cell; Undefined|N|Cardiac progenitor cell; Pancreatic islet|N|Beta cell
ENSG00000037042,TUBG2,tubulin gamma 2,protein_coding,244.936428311356,-0.341544183255908,0.377139696042334,-0.905617167431691,0.365138518943378,0.507354492881698,27175,Q9NRH3; A0A1B4Z394,"Predicted to enable GTP binding activity. Predicted to be a structural constituent of cytoskeleton. Predicted to be involved in microtubule cytoskeleton organization and mitotic sister chromatid segregation. Located in microtubule. [provided by Alliance of Genome Resources, Apr 2022]",17,42659284,42667006,7723,1,,,51.91,HGNC:12419,605785,CCDS32658,R-HSA-1640170; R-HSA-68877; R-HSA-68886; R-HSA-69278; R-HSA-380270; R-HSA-380287; R-HSA-380320; R-HSA-453274; R-HSA-69275,uc010wgr.4; uc060flk.1; uc060fll.1,,Embryo|T|1-cell stage cell (Blastomere); Embryo|N|1-cell stage cell (Blastomere)
ENSG00000037241,RPL26L1,ribosomal protein L26 like 1,protein_coding,27.5906994332365,0.482775572348834,0.382240596177404,1.26301491044339,0.206583821256312,0.332792141842733,51121,Q9UNX3; E5RIT6; E5RHH1,"This gene encodes a protein that shares high sequence similarity with ribosomal protein L26. Alternative splicing results in multiple transcript variants encoding the same protein. [provided by RefSeq, Dec 2015]",5,172958729,172969771,11043,1,RPL26P1,RPL26P1,46.12,HGNC:17050,,CCDS4382,R-HSA-1643685; R-HSA-392499; R-HSA-5663205; R-HSA-1430728; R-HSA-2262752; R-HSA-8953897; R-HSA-6791226; R-HSA-72312; R-HSA-8868773; R-HSA-8953854; R-HSA-1266738; R-HSA-9675108; R-HSA-422475; R-HSA-9824446; R-HSA-71291; R-HSA-927802; R-HSA-975956; R-HSA-975957; R-HSA-168255; R-HSA-168273; R-HSA-376176; R-HSA-9010553; R-HSA-156827; R-HSA-156842; R-HSA-156902; R-HSA-1799339; R-HSA-192823; R-HSA-2408522; R-HSA-2408557; R-HSA-72613; R-HSA-72689; R-HSA-72706; R-HSA-72737; R-HSA-72764; R-HSA-72766; R-HSA-9633012; R-HSA-9711097,uc063jsl.1; uc063jsm.1; uc003mcc.4; uc063jsn.1; uc063jso.1; uc063jsp.1,,
ENSG00000037280,FLT4,fms related receptor tyrosine kinase 4,protein_coding,81.7895799220431,0.571735127868111,0.30628647283644,1.86666790267758,0.0619479787007437,0.131234693065876,2324,P35916; B5A927; A0A0A7DYE1; A0A097NUS3; A0A0H4A774; I6ZVY0; D6RFF2; I6ZMK4; E9PD35; I6YRR9; A0A0H4A771; A0A0H4AF71; A0A0A7DYC7; A0A0A7DYA9; A0A0H4A7R5; A0A0A7DZ95; A0A0H4ADY2; A0A0H4ABZ1; A0A0A7DZ98; L8EBH4; A0A0A7DZ60,"This gene encodes a tyrosine kinase receptor for vascular endothelial growth factors C and D. The protein is thought to be involved in lymphangiogenesis and maintenance of the lymphatic endothelium. Mutations in this gene cause hereditary lymphedema type IA. [provided by RefSeq, Jul 2008]",5,180601506,180649624,48119,-1,CHTD7; FLT-4; FLT41; LMPH1A; LMPHM1; PCL; VEGFR-3; VEGFR3,PCL; VEGFR-3; VEGFR3,60.24,HGNC:3767,136352,CCDS4457; ; CCDS43412; CCDS87360,R-HSA-162582; R-HSA-157118; R-HSA-9006934; R-HSA-9013694; R-HSA-9013695; R-HSA-194138; R-HSA-194313; R-HSA-195399,uc003mlz.5; uc063kud.1; uc063kue.1; uc003mma.5; uc063kuf.1; uc011dgz.2; uc063kug.1; uc063kuh.1; uc063kui.1; uc063kuj.1; uc063kuk.1; uc063kul.1,,Liver|T|Mucosal-associated invariant T cell; Lymph node|N|Lymphatic endothelial cell; Heart|N|Cardiovascular progenitor cell; Ovary|T|Lymphatic endothelial cell; Blood vessel|N|Endothelial cell; Blood vessel|N|Endothelial cell; Undefined|N|Endothelial cell; Blood vessel|N|Endothelial cell; Blood vessel|N|Endothelial cell; Liver|T|Mucosal-associated invariant T cell
ENSG00000037474,NSUN2,NOP2/Sun RNA methyltransferase 2,protein_coding,358.098398146672,0.0317138997707722,0.154135534103128,0.205753332320847,0.836983596558615,0.894989872001137,54888,Q08J23; A0A140T9Y7; A0A140T9Z1,"This gene encodes a methyltransferase that catalyzes the methylation of cytosine to 5-methylcytosine (m5C) at position 34 of intron-containing tRNA(Leu)(CAA) precursors. This modification is necessary to stabilize the anticodon-codon pairing and correctly translate the mRNA. Alternatively spliced transcript variants encoding different isoforms have been noted for this gene.[provided by RefSeq, Mar 2011]",5,6599239,6633291,34053,-1,MISU; MRT5; SAKI; TRM4,FLJ20303; MISU; MRT5; SAKI; TRM4,43.29,HGNC:25994,610916,CCDS3869; ; CCDS54832,R-HSA-8953854; R-HSA-72306; R-HSA-6782315,uc003jdu.5; uc063ccn.1; uc063cco.1; uc063ccp.1; uc011cmk.3; uc063ccq.1; uc063ccr.1; uc063ccs.1; uc063cct.1,,Umbilical cord blood|T|Multilymphoid progenitor cell; Fetal kidney|T|Natural killer T (NKT) cell; Umbilical cord blood|N|Multilymphoid progenitor cell; Fetal kidney|N|Natural killer T (NKT) cell
ENSG00000037637,FBXO42,F-box protein 42,protein_coding,247.647778463563,0.0688939532538164,0.165231092840346,0.4169551388272,0.676711221416768,0.780581263481111,54455,Q6P3S6; X6RKU3,"Members of the F-box protein family, such as FBXO42, are characterized by an approximately 40-amino acid F-box motif. SCF complexes, formed by SKP1 (SKP1A; MIM 601434), cullin (see CUL1; MIM 603134), and F-box proteins, act as protein-ubiquitin ligases. F-box proteins interact with SKP1 through the F box, and they interact with ubiquitination targets through other protein interaction domains (Jin et al., 2004 [PubMed 15520277]).[supplied by OMIM, Dec 2010]",1,16246840,16352480,105641,-1,Fbx42; JFK,FBX42; KIAA1332,43.86,HGNC:29249,609109,CCDS30613,,uc001ayg.5; uc057cqx.1; uc057cqy.1; uc057cqz.1,,
ENSG00000037749,MFAP3,microfibril associated protein 3,protein_coding,213.138233142184,0.283116968822185,0.162651512287146,1.74063533035197,0.0817475205883536,0.163090872437771,4238,P55082; A0A7P0TA61; A0A7P0TB88; E5RHQ6; E5RJ59; E5RH26,"Predicted to be located in extracellular region. Predicted to be active in cytoplasm; nucleus; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",5,154038959,154220478,181520,1,,,43.54,HGNC:7034,600491,CCDS47319; ; CCDS4324,R-HSA-1474244; R-HSA-1566948; R-HSA-2129379,uc011ddb.2; uc289cps.1; uc063iyc.2; uc285xse.1; uc063iye.1; uc003lvf.3; uc063iyf.1; uc063iyg.1; uc288zuj.1; uc063iyh.2; uc063iyj.1; uc063iyl.1; uc063iyk.2; uc063iym.1,,
ENSG00000037757,MRI1,methylthioribose-1-phosphate isomerase 1,protein_coding,149.724413379328,0.521146033861745,0.324890594129931,1.60406624038284,0.108699452364212,0.203703102956537,84245,Q9BV20,"This enzyme functions in the methionine salvage pathway by catalyzing the interconversion of methylthioribose-1-phosphate and methythioribulose-1-phosphate. Elevated expression of the encoded protein is associated with metastatic melanoma and this protein promotes melanoma cell invasion independent of its enzymatic activity. Mutations in this gene may be associated with vanishing white matter disease (VMWD). [provided by RefSeq, Jul 2016]",19,13764522,13774282,9761,1,M1Pi; MRDI; MTNA; Ypr118w,MGC3207; MRDI; MTNA; YPR118W,52.2,HGNC:28469,615105,CCDS32923; ; CCDS12297,R-HSA-1430728; R-HSA-71291; R-HSA-1614635; R-HSA-1237112,uc002mxe.5; uc060ujd.1; uc002mxf.4; uc060uje.1; uc060ujf.1; uc060ujg.1,,Lung|T|SLC16A7+ cell; Lung|N|SLC16A7+ cell
ENSG00000037897,METTL1,"methyltransferase 1, tRNA methylguanosine",protein_coding,58.7793523851033,-0.595175562982113,0.472565025869292,-1.25945749346828,0.207865134204512,0.334378422835961,4234,Q9UBP6; H0YIH0; H0YHU4; H0YHX0; F8VSD9,"This gene is similar in sequence to the S. cerevisiae YDL201w gene. The gene product contains a conserved S-adenosylmethionine-binding motif and is inactivated by phosphorylation. Alternative splice variants encoding different protein isoforms have been described for this gene. A pseudogene has been identified on chromosome X. [provided by RefSeq, Jul 2008]",12,57768471,57772119,3649,-1,C12orf1; TRM8; TRMT8; YDL201w,C12ORF1; TRM8; TRMT8,52.12,HGNC:7030,604466,CCDS8955; CCDS8956,R-HSA-8953854; R-HSA-72306; R-HSA-6782315,uc010ssd.4; uc009zqc.4; uc058qcq.1; uc058qcr.1; uc058qcs.1; uc058qct.1; uc058qcu.1; uc058qcv.1,,Small intestine|T|Enteroendocrine cell; Small intestine|N|Enteroendocrine cell
ENSG00000038002,AGA,aspartylglucosaminidase,protein_coding,59.1452317542128,0.119336494856,0.278623581589205,0.428307231481743,0.66842745472576,0.774093943701902,175,P20933; H0Y9C7; H0Y8L9,"This gene encodes a member of the N-terminal nucleophile (Ntn) hydrolase family of proteins. The encoded preproprotein is proteolytically processed to generate alpha and beta chains that comprise the mature enzyme. This enzyme is involved in the catabolism of N-linked oligosaccharides of glycoproteins. It cleaves asparagine from N-acetylglucosamines as one of the final steps in the lysosomal breakdown of glycoproteins. Mutations in this gene are associated with the lysosomal storage disease aspartylglycosaminuria that results in progressive neurodegeneration. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is subject to proteolytic processing. [provided by RefSeq, Nov 2015]",4,177430774,177442437,11664,-1,AGU; ASRG; GA,ASRG,39.69,HGNC:318,613228,CCDS3829,R-HSA-168249; R-HSA-168256; R-HSA-6798695,uc003iuu.4; uc063bdz.1; uc063bea.1; uc063beb.1; uc063bec.1; uc063bed.1,,
ENSG00000038210,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,protein_coding,138.807611404174,-0.704660948231364,0.288171012371206,-2.44528740914321,0.0144736749758459,0.0408919870474354,55300,Q8TCG2; G5E9Z4,"This gene encodes a member of the type II PI4 kinase protein family. The encoded protein is primarily cytosolic and contributes to overall PI4-kinase activity along with other protein family members. This protein is involved in early T cell activation. [provided by RefSeq, Dec 2016]",4,25160663,25279204,118542,1,PI4KIIB; PIK42B,FLJ11105; PI4KIIB; PIK42B,41.15,HGNC:18215,612101,CCDS3433,R-HSA-1430728; R-HSA-556833; R-HSA-1483255; R-HSA-1483257; R-HSA-1660499; R-HSA-1660514; R-HSA-1660516; R-HSA-1483248,uc011bxs.3; uc003grk.4,,Fetal gonad|T|Leydig cell; Fetal kidney|T|Natural killer T (NKT) cell; Fetal gonad|N|Leydig cell; Fetal kidney|N|Natural killer T (NKT) cell
ENSG00000038219,BOD1L1,biorientation of chromosomes in cell division 1 like 1,protein_coding,1126.04102995371,0.468237203494032,0.181422674697422,2.58091886405578,0.0098537737548315,0.0299403746009465,259282,Q8NFC6; H0Y9Y2; F8WDD0,"Predicted to enable protein phosphatase 2A binding activity and protein phosphatase inhibitor activity. Involved in cellular response to DNA damage stimulus and replication fork processing. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",4,13568738,13627725,58988,-1,BOD1L; FAM44A,BOD1L; FAM44A; FLJ33215; KIAA1327,38.88,HGNC:31792,616746,CCDS3411,R-HSA-74160; R-HSA-212165; R-HSA-9772755,uc003gmz.3; uc062vfr.2; uc062vfs.1; uc062vft.1; uc062vfu.1; uc062vfv.1,,Fetal kidney|T|Natural killer T (NKT) cell; Fetal kidney|N|Natural killer T (NKT) cell
ENSG00000038274,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit,protein_coding,180.624834825167,-0.177505801714957,0.335735069998601,-0.528707953314787,0.597008059093386,0.717259779475173,27430,Q9NZL9; A0A8Q3WK93; A0A8Q3WLP1; A0A8Q3WKR9; A0A8Q3WLC0; A0A8Q3WK74; A0A8Q3WK80; E5RJR3; A0A8Q3WK84; A0A8Q3SIE5; H7C0X7,"The protein encoded by this gene belongs to the methionine adenosyltransferase (MAT) family. MAT catalyzes the biosynthesis of S-adenosylmethionine from methionine and ATP. This protein is the regulatory beta subunit of MAT. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]",5,163503114,163519558,16445,1,MAT-II; MATIIbeta; Nbla02999; SDR23E1; TGR,MATIIBETA; SDR23E1,38.22,HGNC:6905,605527,CCDS4364; ; CCDS4365,R-HSA-392499; R-HSA-597592; R-HSA-1430728; R-HSA-156580; R-HSA-211859; R-HSA-5688426; R-HSA-5689880; R-HSA-156581,uc003lzj.5; uc315wuv.1; uc063jiy.1; uc315wuw.1; uc315wux.1; uc315wuy.1; uc315wuz.1; uc315wva.1; uc315wvb.1; uc315wvc.1; uc315wvd.1; uc315wve.1; uc063jiz.2; uc315wxy.1; uc315wvj.1; uc063jjb.2; uc315wvk.1; uc003lzl.3; uc315wvl.1; uc003lzk.6; uc315wvm.1; uc063jja.1; uc315wxz.1; uc315wya.1; uc315wyb.1; uc315wyc.1; uc315wyd.1; uc315wye.1; uc315wyf.1; uc315wyg.1; uc315wyh.1; uc315wyi.1; uc315wyj.1,,Fetal gonad|T|Oogenesis phase fetal germ cell; Fetal gonad|T|Mitotic arrest phase fetal germ cell; Fetal kidney|T|Natural killer T (NKT) cell; Fetal gonad|N|Oogenesis phase fetal germ cell; Fetal gonad|N|Mitotic arrest phase fetal germ cell; Fetal kidney|N|Natural killer T (NKT) cell
ENSG00000038295,TLL1,tolloid like 1,protein_coding,51.2987502701625,-0.762423270907203,0.497409302012031,-1.53278852611559,0.125327968603862,0.227292403832427,7092,O43897; D6RBI6; D6RAK5; E9PD25; D6RCE0; B7ZLW3,"This gene encodes an astacin-like, zinc-dependent, metalloprotease that belongs to the peptidase M12A family. This protease processes procollagen C-propeptides, such as chordin, pro-biglycan and pro-lysyl oxidase. Studies in mice suggest that this gene plays multiple roles in the development of mammalian heart, and is essential for the formation of the interventricular septum. Allelic variants of this gene are associated with atrial septal defect type 6. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2011]",4,165873237,166104457,231221,1,ASD6; TLL,,35.7,HGNC:11843,606742,CCDS3811; ; CCDS56342,R-HSA-1474244; R-HSA-1474228; R-HSA-1474290; R-HSA-1650814; R-HSA-2022090; R-HSA-2214320; R-HSA-2243919,uc003irh.4; uc063aub.1; uc011cjn.3; uc063auc.1; uc021xud.2; uc063aud.1,,Brain|T|Lake et al.Science.Ex5; Brain|N|Lake et al.Science.Ex5
ENSG00000038358,EDC4,enhancer of mRNA decapping 4,protein_coding,245.054075750102,-0.365478599186029,0.214710740980972,-1.70219057284339,0.0887196494026633,0.174045036167009,23644,Q6P2E9; I3L0V0; I3L3M2; I3L2F4; A0A8B0RAT7,"Predicted to be involved in deadenylation-independent decapping of nuclear-transcribed mRNA. Located in P-body and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",16,67873052,67884499,11448,1,GE1; Ge-1; HEDL5; HEDLS; RCD-8; RCD8,GE-1; HEDLS; RCD-8,57.3,HGNC:17157,606030,CCDS10849,R-HSA-8953854; R-HSA-429914; R-HSA-430039,uc059vzx.1; uc002eur.5; uc010vkg.2; uc059vzy.1; uc059vzz.1; uc059wab.1; uc059wac.1; uc059wad.1; uc059wae.1; uc059waf.1; uc059wag.1; uc059wah.1; uc059wai.1; uc059waj.1,,Umbilical cord blood|T|Lymphoid-primed multipotent progenitor cell; Umbilical cord blood|N|Lymphoid-primed multipotent progenitor cell
ENSG00000038382,TRIO,trio Rho guanine nucleotide exchange factor,protein_coding,1958.45595073831,0.150897591880907,0.299798947961323,0.503329290869872,0.614732776116363,0.731922372692235,7204,O75962; E7EPJ7; F5H228; A0A2X0SFJ0; A0A1W2PRD7; A0A8V8TNC6; A0A8V8TLX5; E7EWP2; A0A994J7G8,"This gene encodes a large protein that functions as a GDP to GTP exchange factor. This protein promotes the reorganization of the actin cytoskeleton, thereby playing a role in cell migration and growth. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2015]",5,14143342,14532128,388787,1,ARHGEF23; MEBAS; MRD44; MRD63; tgat,ARHGEF23,43.38,HGNC:12303,601893,CCDS3883,R-HSA-162582; R-HSA-194315; R-HSA-9012999; R-HSA-9716542; R-HSA-1266738; R-HSA-9675108; R-HSA-193648; R-HSA-193704; R-HSA-204998; R-HSA-73887; R-HSA-372790; R-HSA-9013149; R-HSA-422475; R-HSA-388396; R-HSA-9013148; R-HSA-416476; R-HSA-9013404; R-HSA-9013423; R-HSA-416482; R-HSA-8980692; R-HSA-373752; R-HSA-418885; R-HSA-9013409; R-HSA-9013408,uc316bph.1; uc003jff.5; uc063ckk.1; uc063ckl.1; uc063ckm.1; uc316twe.1; uc011cna.1; uc063ckn.1; uc063cko.1; uc063ckp.1; uc063ckr.1; uc063cks.1; uc063ckt.1; uc063cku.1; uc063ckv.1; uc063ckw.1; uc316bpi.1; uc063cky.1; uc285xdp.1; uc063cla.1; uc063clb.1; uc063clc.1; uc063cld.1; uc063cle.1; uc063clf.1; uc063clg.1; uc063clh.1,,Esophagus|T|FGFR1HighNME5- epithelial cell; Esophagus|N|FGFR1HighNME5- epithelial cell
ENSG00000038427,VCAN,versican,protein_coding,2616.46042720247,0.661793547385642,0.323523717585541,2.04557969451084,0.0407977409408234,0.0940963801371227,1462,P13611; Q86W61; E9PF17; D6RGZ6; A0A1B1PFX2,"This gene is a member of the aggrecan/versican proteoglycan family. The protein encoded is a large chondroitin sulfate proteoglycan and is a major component of the extracellular matrix. This protein is involved in cell adhesion, proliferation, proliferation, migration and angiogenesis and plays a central role in tissue morphogenesis and maintenance. Mutations in this gene are the cause of Wagner syndrome type 1. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2009]",5,83471618,83582303,110686,1,CSPG2; ERVR; GHAP; PG-M; WGN; WGN1,CSPG2; PG-M,37.18,HGNC:2464,118661,CCDS4060; ; CCDS47242; CCDS54875; CCDS54876,R-HSA-1643685; R-HSA-3781865; R-HSA-392499; R-HSA-5668914; R-HSA-597592; R-HSA-381426; R-HSA-8957275; R-HSA-1430728; R-HSA-1630316; R-HSA-1638091; R-HSA-71387; R-HSA-1474244; R-HSA-3000178; R-HSA-1793185; R-HSA-2024101; R-HSA-1971475; R-HSA-2022870; R-HSA-2022923; R-HSA-3560782; R-HSA-3560783; R-HSA-3560801; R-HSA-3595172; R-HSA-3595174; R-HSA-3595177; R-HSA-4420332,uc003kii.5; uc063fbr.1; uc063fbs.1; uc063fbt.1; uc003kih.5; uc003kik.4; uc063fbu.1; uc063fbw.1; uc063fby.1; uc063fbz.1; uc010jau.2; uc003kij.3,,Large intestine|T|DCLK1+ progenitor cell; Fetal gonad|T|Granulosa cell; Blood|T|CD1C+_B dendritic cell; Fetal kidney|T|Monocyte; Large intestine|N|DCLK1+ progenitor cell; Fetal gonad|N|Granulosa cell; Blood|N|CD1C+_B dendritic cell; Fetal kidney|N|Monocyte
ENSG00000038532,CLEC16A,C-type lectin domain containing 16A,protein_coding,360.22617967514,-0.253271326242673,0.164023431182552,-1.54411674244755,0.122560053585876,0.22345091873735,23274,Q2KHT3; A0A8V8TR67; H7BZJ9; H7BZI2; H7BXG1; A0A2R8YDG4,"This gene encodes a member of the C-type lectin domain containing family. Single nucleotide polymorphisms in introns of this gene have been associated with diabetes mellitus, multiple sclerosis and rheumatoid arthritis. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2011]",16,10944539,11182186,237648,1,Gop-1; KIAA0350,GOP-1; KIAA0350,48.06,HGNC:29013,611303,CCDS92106; CCDS45409; CCDS58423,,uc316idt.1; uc059qub.2; uc002dan.5; uc059quc.1; uc059qud.1; uc059que.1; uc059quf.1; uc285myo.1; uc059qug.1; uc059quh.1; uc059quk.1; uc059qul.1; uc059qum.1; uc059qun.2,,Fetal gonad|T|Oogenesis phase fetal germ cell; Fetal gonad|N|Oogenesis phase fetal germ cell
ENSG00000038945,MSR1,macrophage scavenger receptor 1,protein_coding,188.140658636637,-0.244413750082022,0.399853306251805,-0.611258544722659,0.541028430748153,0.669460018101941,4481,P21757; B4DDJ5; E5RI91; H0YBY2; E5RFI4; E5RFW8,"This gene encodes the class A macrophage scavenger receptors, which include three different types (1, 2, 3) generated by alternative splicing of this gene. These receptors or isoforms are macrophage-specific trimeric integral membrane glycoproteins and have been implicated in many macrophage-associated physiological and pathological processes including atherosclerosis, Alzheimer's disease, and host defense. The isoforms type 1 and type 2 are functional receptors and are able to mediate the endocytosis of modified low density lipoproteins (LDLs). The isoform type 3 does not internalize modified LDL (acetyl-LDL) despite having the domain shown to mediate this function in the types 1 and 2 isoforms. It has an altered intracellular processing and is trapped within the endoplasmic reticulum, making it unable to perform endocytosis. The isoform type 3 can inhibit the function of isoforms type 1 and type 2 when co-expressed, indicating a dominant negative effect and suggesting a mechanism for regulation of scavenger receptor activity in macrophages. [provided by RefSeq, Jul 2008]",8,16107878,16567490,459613,-1,CD204; SCARA1; SR-A; SR-AI; SR-AII; SR-AIII; SRA; phSR1; phSR2,CD204; SCARA1; SR-A; SR-AI; SR-AII; SR-AIII,35.52,HGNC:7376,153622,CCDS5995; CCDS87581; CCDS5996; ; CCDS5997,R-HSA-5653656; R-HSA-2173782; R-HSA-3000480,uc003wwz.5; uc010lsu.4; uc064klt.1; uc064klu.1; uc003wxb.4; uc064klv.1; uc064klw.1; uc064klx.1; uc064kly.1; uc064klz.1; uc064kma.1; uc064kmb.1; uc064kmc.1; uc003wxa.3,,Undefined|N|M2 macrophage
